Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
TROPICAL TX BEHAVIORAL HEALTH,74620667,EDINBURG,TX,785399727,HIDALGO,United States of America,Other Health Organization,County Government,"$970,769 ",2018
BEXAR COUNTY BOARD OF MNTL HLTH & MNTL RETARDATION,10528560,SAN ANTONIO,TX,78204,BEXAR,United States of America,Health Department,County Government,"$2,308,875 ",2018
HEART OF TEXAS REGION MNTL HLTH & MNTL RETARDATION CTR,10470870,WACO,TX,76703,MCLENNAN,United States of America,Other Health Organization,County Government,"$922,472 ",2018
Coastal Health & Wellness,135951940,LA MARQUE,TX,775685925,GALVESTON,United States of America,Hospital,County Government,"$3,677,728 ",2018
VIDA Y SALUD HEALTH SYSTEMS INC,74603770,CRYSTAL CITY,TX,78839,ZAVALA,United States of America,Other Health Organization,County Government,"$3,029,683 ",2018
"UNIVERSITY OF TEXAS, HEALTH CENTER AT HOUSTON",800771594,HOUSTON,TX,772250036,HARRIS,United States of America,Hospital,State Government,"$616,000 ",2018
UNITED MEDICAL CENTERS,31926009,EAGLE PASS,TX,78852,MAVERICK,United States of America,Hospital,County Government,"$5,400,547 ",2018
ASSOCIATION OF STATE AND TERRITORIAL DENTAL DIRECTORS,135750516,SPARKS,NV,89434,WASHOE,United States of America,Health Department,State Government,"$544,467 ",2018
California Dept of Public Health,799150615,SACRAMENTO,CA,95899,SACRAMENTO,United States of America,Other Health Organization,State Government,"$446,492,495 ",2018
"AUSTIN, CITY OF",945607265,AUSTIN,TX,78767,TRAVIS,United States of America,Health Department,City Government,"$5,647,593 ",2018
TX ST DEPARTMENT OF HEALTH,807391511,AUSTIN,TX,78756,TRAVIS,United States of America,Health Department,State Government,"$28,956,761 ",2018
TX ST DEPARTMENT OF HEALTH RESOURCES,807391511,AUSTIN,TX,78756,TRAVIS,United States of America,Health Department,State Government,"$91,293,231 ",2018
"UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",800772139,HOUSTON,TX,77030,HARRIS,United States of America,Other Health Organization,State Government,"$143,006,497 ",2018
"UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",800772162,HOUSTON,TX,77030,HARRIS,United States of America,Other Health Organization,State Government,$0 ,2018
HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,194586517,HOUSTON,TX,77054,HARRIS,United States of America,Health Department,City Government,"$24,097,486 ",2018
City of Laredo Health Department,618150460,LAREDO,TX,78040,WEBB,United States of America,Health Department,City Government,"$300,000 ",2018
BEXAR COUNTY,69446656,SAN ANTONIO,TX,782053087,BEXAR,United States of America,Other Health Organization,County Government,$0 ,2018
BEXAR COUNTY,70487020,SAN ANTONIO,TX,782053087,BEXAR,United States of America,Other Health Organization,County Government,($1),2018
SAN ANTONIO METROPOLITAN HEALTH DISTRICT,66428400,SAN ANTONIO,TX,78285,BEXAR,United States of America,Other Health Organization,City Government,"$3,027,398 ",2018
BEXAR COUNTY HOSPITAL DISTRICT,69446656,SAN ANTONIO,TX,78284,BEXAR,United States of America,Hospital,County Government,"$8,005,099 ",2018
HARRIS COUNTY HEALTH DEPARTMENT,72206378,HOUSTON,TX,77002,HARRIS,United States of America,Health Department,County Government,"$23,410,525 ",2018
TARRANT COUNTY MENTAL HEALTH MENTAL RETARDATION,20333597,FORT WORTH,TX,76111,TARRANT,United States of America,Hospital,County Government,"$4,358,875 ",2018
LOS BARRIOS COMMUNITY CLINIC,78390994,DALLAS,TX,75212,DALLAS,United States of America,Other Health Organization,City Government,"$5,700,890 ",2018
DALLAS COUNTY HEALTH AND HUMAN SERVICES,90849647,DALLAS,TX,752072710,DALLAS,United States of America,Other Health Organization,City Government,"$389,295 ",2018
TARRANT COUNTY HEALTH DEPARTMENT,68365220,FT WORTH,TX,761073405,TARRANT,United States of America,Health Department,County Government,"$5,990,438 ",2018
TARRANT COUNTY,68365220,FORT WORTH,TX,76107,TARRANT,United States of America,Hospital,County Government,"$425,000 ",2018
UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,609980727,TYLER,TX,757083154,SMITH,United States of America,Hospital,State Government,"$439,106 ",2018
UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,800772337,TYLER,TX,757083154,SMITH,United States of America,Hospital,State Government,"$6,921,284 ",2018
DALLAS COUNTY HOSPITAL DISTRICT,49046527,DALLAS,TX,75245,DALLAS,United States of America,Hospital,County Government,"$3,743,076 ",2018
Louisiana Department of Health and Hospitals,14740455,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,State Government,"$95,600 ",2018
Palm Beach County Substance Abuse Coalition,961547242,WEST PALM BEACH,FL,33407,PALM BEACH,United States of America,Other Health Organization,County Government,"$497,109 ",2018
PA ST Department of Drug and Alcohol Programs,176040285,HARRISBURG,PA,171044311,DAUPHIN,United States of America,Health Department,State Government,"$144,329,878 ",2018
MT ST DEPARTMENT OF HEALTH & ENVIRONMENTAL SCIENCES,51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$5,825,345 ",2018
"MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$13,223,216 ",2018
"MT ST Dept of PHHS, Addictive & Mental Disorders Div",51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$3,882,198 ",2018
Montana Department of Public Health and Human Services,51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$1,463,231 ",2018
Montana Department of Public Health and Human Services,809791296,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$332,044 ",2018
RiverStone Health,8746062,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Health Department,County Government,"$4,919,378 ",2018
Skagit County Public Hospital District No. 304,966993433,SEDRO WOOLLEY,WA,98284,SKAGIT,United States of America,Hospital,County Government,"$125,000 ",2018
Detroit Wayne County Health Authority,809204196,DETROIT,MI,482023025,WAYNE,United States of America,Other Health Organization,County Government,"$11,651,373 ",2018
TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,80156187,ROCK ISLAND,IL,61201,ROCK ISLAND,United States of America,Hospital,Federal Government,"$131,336 ",2018
Jackson County Family Drug Court,80986527,SCOTTSBORO,AL,35768,JACKSON,United States of America,Other Health Organization,State Government,"$313,664 ",2018
FLATHEAD COUNTY HEALTH DEPARTMENT,1810881,KALISPELL,MT,599015607,FLATHEAD,United States of America,Health Department,County Government,"$487,465 ",2018
FLATHEAD COUNTY HEALTH DEPARTMENT,8905093,KALISPELL,MT,599015607,FLATHEAD,United States of America,Health Department,County Government,"$1,341,409 ",2018
"LINCOLN COUNTY, STATE OF MONTANA",12583613,LIBBY,MT,59923,LINCOLN,United States of America,Health Department,County Government,"$222,145 ",2018
MISSOULA CITY/COUNTY HLTH DEPT/Partnership HC,137780685,MISSOULA,MT,59802,MISSOULA,United States of America,Health Department,County Government,"$5,690,327 ",2018
YELLOWSTONE CITY & COUNTY HEALTH DEPARTMENT,8746062,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Health Department,County Government,"$384,753 ",2018
ID CENTRAL DIST HLTH DEPT,169194768,BOISE,ID,83704,ADA,United States of America,Health Department,County Government,"$200,000 ",2018
GLENNS FERRY HEALTH CLINIC,109963728,GLENNS FERRY,ID,83623,ELMORE,United States of America,Other Health Organization,City Government,"$2,829,472 ",2018
SOUTHWEST DISTRICT HEALTH DEPARTMENT,176670362,CALDWELL,ID,83605,CANYON,United States of America,Health Department,State Government,$0 ,2018
SOUTHWEST DISTRICT HEALTH DEPARTMENT,825016074,CALDWELL,ID,83605,CANYON,United States of America,Health Department,State Government,"$278,684 ",2018
ID ST CENTRAL DISTRICT HEALTH DEPARTMENT,825201486,BOISE,ID,83706,ADA,United States of America,Health Department,State Government,"$25,747,622 ",2018
ID ST DEPARTMENT OF HEALTH & WELFARE,825201486,BOISE,ID,837200001,ADA,United States of America,Health Department,State Government,"$123,858,044 ",2018
ID ST DEPT OF HEALTH & WELFARE,825201486,BOISE,ID,837200036,ADA,United States of America,Health Department,State Government,"$1,637,419,779 ",2018
WY ST DEPARTMENT OF HEALTH,809915796,CHEYENNE,WY,82002,LARAMIE,United States of America,Health Department,State Government,"$417,990,030 ",2018
"WY ST DIV OF HLTH & MED SVCS, MNTH HLTH/MNTH RETARD SVC",809915754,CHEYENNE,WY,82001,LARAMIE,United States of America,Health Department,State Government,"$170,000 ",2018
"WY ST DIV OF HLTH & MED SVCS, MNTH HLTH/MNTH RETARD SVC",809915796,CHEYENNE,WY,82001,LARAMIE,United States of America,Health Department,State Government,"$4,169,115 ",2018
"MENTAL HEALTH CENTER OF BOULDER COUNTY, INC.",95748943,BOULDER,CO,803042226,BOULDER,United States of America,Hospital,County Government,"$2,823,915 ",2018
BOULDER County Public Health,788587665,BOULDER,CO,80304,BOULDER,United States of America,Health Department,City Government,"$195,000 ",2018
CO ST DEPT PUBLIC HLTH&ENVIRONMENT,878208826,DENVER,CO,802221530,DENVER,United States of America,Health Department,State Government,"$81,145,204 ",2018
CO ST DIVISION OF MENTAL HEALTH,878208826,DENVER,CO,80236,DENVER,United States of America,Other Health Organization,State Government,"$2,638,976 ",2018
COLORADO DEPARTMENT OF HEALTH,878208826,DENVER,CO,80220,DENVER,United States of America,Health Department,State Government,"$2,324,978 ",2018
CO ST DEPT OF HEALTH CARE POLICY & FINANCING,82338109,DENVER,CO,80203,DENVER,United States of America,Health Department,State Government,"$5,309,191,183 ",2018
"CO ST Dept of Human Services, Div. of Behavioral Health",878147602,DENVER,CO,80236,DENVER,United States of America,Health Department,State Government,"$21,431,420 ",2018
"PUEBLO COMMUNITY HEALTH CENTER, INC",40581097,PUEBLO,CO,81004,PUEBLO,United States of America,Hospital,City Government,"$5,539,944 ",2018
DENVER CITY AND COUNTY MAYORS OFFICE,145454687,DENVER,CO,80204,DENVER,United States of America,Hospital,State Government,"$7,616,463 ",2018
DENVER CITY AND COUNTY MAYORS OFFICE,170147354,DENVER,CO,80204,DENVER,United States of America,Hospital,State Government,"$9,447,615 ",2018
Jefferson County Public Health,114874360,LAKEWOOD,CO,80401,JEFFERSON,United States of America,Health Department,City Government,"$125,000 ",2018
MESA COUNTY HEALTH DEPARTMENT,849344098,GRAND JUNCTION,CO,81501,MESA,United States of America,Health Department,County Government,"$69,779 ",2018
Pueblo Department of Public Health & Environment,182172437,PUEBLO,CO,81003,PUEBLO,United States of America,Health Department,City Government,"$70,000 ",2018
PUEBLO OF ACOMA (INC),809848922,PUEBLO OF ACOMA,NM,870340309,VALENCIA,United States of America,Other Health Organization,County Government,"$626,775 ",2018
"FIRST CHOICE COMMUNITY HEALTHCARE, INC",75766048,LOS LUNAS,NM,87031,VALENCIA,United States of America,Other Health Organization,City Government,"$7,653,021 ",2018
"RIO ARRIBA, COUNTY OF",111765343,ESPANOLA,NM,875321122,RIO ARRIBA,United States of America,Other Health Organization,County Government,"$185,525 ",2018
NM ST DEPARTMENT OF HEALTH & ENVIRONMENT,782914170,SANTA FE,NM,87505,SANTA FE,United States of America,Health Department,State Government,"$8,022,707 ",2018
NM ST DEPARTMENT OF HEALTH & ENVIRONMENT,808389274,SANTA FE,NM,87505,SANTA FE,United States of America,Health Department,State Government,"$28,785,245 ",2018
New Mexico Department of Health,808389274,SANTA FE,NM,875056110,SANTA FE,United States of America,Health Department,State Government,"$15,931,381 ",2018
First Jud. Dist. Court St. of NM - Adult Treatment Ct,197858111,SANTA FE,NM,875042268,SANTA FE,United States of America,Health Department,State Government,$0 ,2018
NM ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,837710722,SANTA FE,NM,87501,SANTA FE,United States of America,Health Department,State Government,"$144,553,541 ",2018
"LA FRONTERA CENTER, INC, MENTAL HEALTH SERVICES",21649413,TUCSON,AZ,85713,PIMA,United States of America,Other Health Organization,County Government,"$391,667 ",2018
"MARICOPA COUNTY DIV OF HEALTH, BUREAU OF DISEASE CONTRL",602062515,PHOENIX,AZ,85001,MARICOPA,United States of America,Health Department,County Government,"$735,448 ",2018
Lake Havasu City - Consolidated Courts,37613692,LAKE HAVASU CITY,AZ,86403,MOHAVE,United States of America,Health Department,City Government,"$298,643 ",2018
SAN LUCY DISTRICT OF THE TOHONO O'ODHAM NATION,143481864,GILA BEND,AZ,85337,MARICOPA,United States of America,Hospital,County Government,"$260,906 ",2018
"MARICOPA, COUNTY OF",145454000,PHOENIX,AZ,850123314,MARICOPA,United States of America,Health Department,County Government,"($175,700)",2018
"MARICOPA, COUNTY OF",602062515,PHOENIX,AZ,850123314,MARICOPA,United States of America,Health Department,County Government,"$1,897,662 ",2018
PIMA COUNTY HEALTH DEPARTMENT,144733792,TUCSON,AZ,857142226,PIMA,United States of America,Health Department,County Government,"$832,685 ",2018
PIMA COUNTY HEALTH DEPT/COMM.SCVS.,19556867,TUCSON,AZ,85701,PIMA,United States of America,Health Department,County Government,"$435,626 ",2018
YAVAPAI COUNTY COMMUNITY HEALTH SERVICES,609110507,PRESCOTT,AZ,86301,YAVAPAI,United States of America,Health Department,County Government,"$2,084,988 ",2018
AZ ST DEPARTMENT OF HEALTH SERVICES,804745420,PHOENIX,AZ,85007,MARICOPA,United States of America,Health Department,State Government,"$88,433,337 ",2018
Health Services Department,804745420,PHOENIX,AZ,850073232,MARICOPA,United States of America,Other Health Organization,State Government,"$529,309 ",2018
ARIZONA DEPARTMENT OF CHILD SAFETY,78291672,PHOENIX,AZ,85012,MARICOPA,United States of America,Other Health Organization,State Government,"$3,530,303 ",2018
ARIZONA DEPARTMENT OF CHILD SAFETY,136730434,PHOENIX,AZ,85012,MARICOPA,United States of America,Other Health Organization,State Government,"$170,660,131 ",2018
AZ ST DEPARTMENT OF HEALTH SERVICES,804745420,PHOENIX,AZ,85007,MARICOPA,United States of America,Health Department,State Government,"$2,112,412 ",2018
AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,804745420,PHOENIX,AZ,850342217,MARICOPA,United States of America,Other Health Organization,State Government,"$59,801,781 ",2018
AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,805346798,PHOENIX,AZ,850342217,MARICOPA,United States of America,Other Health Organization,State Government,"$9,975,101,360 ",2018
Southwest Utah Public Health Department,144747607,ST GEORGE,UT,847702893,WASHINGTON,United States of America,Health Department,County Government,$0 ,2018
Weber Human Services,824784367,OGDEN,UT,84401,WEBER,United States of America,Health Department,County Government,"$125,000 ",2018
Utah County Division of Substance Abuse,40752342,PROVO,UT,84601,UTAH,United States of America,Health Department,County Government,"$125,000 ",2018
SALT LAKE CITY COUNTY HEALTH DEPARTMENT,73133894,SALT LAKE CITY,UT,841902150,SALT LAKE,United States of America,Health Department,City Government,"$125,000 ",2018
UT ST DIVISION OF HEALTH,959347972,SALT LAKE CITY,UT,84413,SALT LAKE,United States of America,Health Department,State Government,"$787,870 ",2018
UTAH STATE DEPARTMENT OF HEALTH,959347972,SALT LAKE CITY,UT,84114,SALT LAKE,United States of America,Health Department,State Government,"$2,004,953,642 ",2018
Utah State Department of Health,959347972,SALT LAKE CITY,UT,84114,SALT LAKE,United States of America,Other Health Organization,State Government,"($7,835,187)",2018
SAN JUAN HOSPITAL,603819053,MONTICELLO,UT,84535,SAN JUAN,United States of America,Hospital,County Government,"$182,371 ",2018
WILLIAM BEE RIRIE HOSPITAL,72985153,ELY,NV,89301,WHITE PINE,United States of America,Hospital,County Government,"$300,000 ",2018
SOUTHERN NEVADA HEALTH DISTRICT,137055492,LAS VEGAS,NV,891273902,CLARK,United States of America,Health Department,County Government,"$4,359,480 ",2018
Nevada Silver State Health Insurance Exchange,78428962,CARSON CITY,NV,897031544,**CARSON CITY,United States of America,Health Department,State Government,"($205,625)",2018
"NV ST DEPT OF HHS, NO NV Adult Mental Hlth Srvcs",625364849,SPARKS,NV,894315564,WASHOE,United States of America,Other Health Organization,State Government,"$398,020 ",2018
Nevada Division of Public and Behavorial Health,625364849,CARSON CITY,NV,89706,**CARSON CITY,United States of America,Health Department,State Government,"$4,088,598 ",2018
CLARK COUNTY DISTRICT HEALTH DEPARTMENT,83782953,LAS VEGAS,NV,89106,CLARK,United States of America,Health Department,County Government,"$150,000 ",2018
CLARK COUNTY DISTRICT HEALTH DEPARTMENT,88465716,LAS VEGAS,NV,89106,CLARK,United States of America,Health Department,County Government,"$90,300 ",2018
CLARK COUNTY NV OFFICE OF THE CORONER/MED  EXAMINER,88465716,LAS VEGAS,NV,89106,CLARK,United States of America,Other Health Organization,County Government,$0 ,2018
HUMBOLDT GENERAL HOSPITAL,614714681,WINNEMUCCA,NV,89445,HUMBOLDT,United States of America,Hospital,County Government,"$299,999 ",2018
WASHOE COUNTY DISTRICT HEALTH DEPARTMENT,73786998,RENO,NV,895200027,WASHOE,United States of America,Health Department,County Government,"$944,580 ",2018
UNIVERSITY MEDICAL CENTER OF SOUTHERN NV,66677535,LAS VEGAS,NV,89102,CLARK,United States of America,Hospital,County Government,"$150,000 ",2018
University Medical Center of Southern Nevada,66677535,LAS VEGAS,NV,891022329,CLARK,United States of America,Hospital,County Government,"$816,056 ",2018
VI DEPARTMENT OF HEALTH,167269765,ST THOMAS,VI,801,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$674,799 ",2018
"PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS",105817142,SAN JUAN,PR,936,SAN  JUAN,USA Related Territories,Health Department,State Government,"$3,006,681,257 ",2018
PR DEPARTMENT OF HEALTH,105817142,SANTURCE,PR,908,SAN  JUAN,USA Related Territories,Health Department,State Government,"$17,961,774 ",2018
CHINA CTR FOR DISEASE CONTROL MCF CHINA INTERVENTION PR,526818716,BEIJING,Other,100050,,China,Other Health Organization,Federal Government,"$1,862,480 ",2018
CHINA CTR FOR DISEASE CONTROL MCF CHINA INTERVENTION PR,545199309,BEIJING,Other,100050,,China,Other Health Organization,Federal Government,"$50,000 ",2018
Georgia Department of Public Health,142661680,ATLANTA,GA,30303,FULTON,United States of America,Health Department,State Government,"($62,318)",2018
Georgia Department of Public Health,968217559,ATLANTA,GA,30303,FULTON,United States of America,Health Department,State Government,"$175,948,478 ",2018
"SEATTLE INDIAN HEALTH BOARD, INC",20237822,SEATTLE,WA,981443364,KING,United States of America,Other Health Organization,City Government,"$7,037,470 ",2018
Bloodworks,92881085,SEATTLE,WA,981041256,KING,United States of America,Other Health Organization,County Government,"$5,126,746 ",2018
Health Care Authority,7207571,OLYMPIA,WA,98504,THURSTON,United States of America,Other Health Organization,State Government,"$104,260,638 ",2018
Washington State Department of Health,808883128,OLYMPIA,WA,98504,THURSTON,United States of America,Other Health Organization,State Government,"$31,523,776 ",2018
WA ST DEPARTMENT OF HEALTH,808883128,OLYMPIA,WA,98504,THURSTON,United States of America,Health Department,State Government,"$54,545,639 ",2018
TACOMA-PIERCE COUNTY HEALTH DEPT,150714009,TACOMA,WA,98418,PIERCE,United States of America,Health Department,County Government,"$229,494 ",2018
WA ST DEPARTMENT OF HEALTH,808883128,OLYMPIA,WA,985047901,THURSTON,United States of America,Health Department,State Government,"$7,620,410 ",2018
Grant County Health District,130065873,EPHRATA,WA,98823,GRANT,United States of America,Health Department,County Government,$0 ,2018
SEATTLE-KING COUNTY DEPARTMENT OF PUBLIC HEALTH,156914921,SEATTLE,WA,981044039,KING,United States of America,Health Department,County Government,"$792,000 ",2018
"KING, COUNTY OF",156914921,SEATTLE,WA,981041818,KING,United States of America,Health Department,County Government,"$15,272,852 ",2018
"King County, Dept. of Community and Human Services",135589252,SEATTLE,WA,98104,KING,United States of America,Health Department,County Government,"$448,379 ",2018
Pacific County,84604016,SOUTH BEND,WA,98586,PACIFIC,United States of America,Health Department,County Government,"$300,000 ",2018
PLANNED PARENTHOOD OF Greater Washington an North Idaho,135959641,YAKIMA,WA,98902,YAKIMA,United States of America,Other Health Organization,County Government,"$796,670 ",2018
CITY OF SEWARD,37996634,SEWARD,AK,996640167,KENAI PENINSULA,United States of America,Hospital,City Government,"$1,556,442 ",2018
AK ST DHSS,78198983,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,"$47,158,090 ",2018
AK ST DHSS,809386543,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,"$1,698,693,026 ",2018
AK ST DHSS,809387467,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,$0 ,2018
AK ST DEPARTMENT OF PUBLIC HEALTH & WELFARE,809386543,JUNEAU,AK,99801,JUNEAU,United States of America,Health Department,State Government,"$2,388,285 ",2018
"OR ST DEPARTMENT OF HUMAN RESOURCES, HEALTH DIVISION",878144021,PORTLAND,OR,97232,MULTNOMAH,United States of America,Health Department,State Government,"$49,904,032 ",2018
"OR ST DEPARTMENT OF HUMAN RESOURCES, HEALTH DIVISION",45300,PORTLAND,OR,97232,MULTNOMAH,United States of America,Health Department,State Government,($297),2018
OR ST HEALTH DIVISION,878144021,PORTLAND,OR,97201,MULTNOMAH,United States of America,Health Department,State Government,"$21,659,150 ",2018
Umatilla County Public Health Department,55822969,PENDLETON,OR,97801,UMATILLA,United States of America,Health Department,County Government,"$200,000 ",2018
Benton County - Sheriff`s Office,81966004,CORVALLIS,OR,973304703,BENTON,United States of America,Health Department,County Government,"$288,205 ",2018
Benton County Health Department,789401544,CORVALLIS,OR,97330,BENTON,United States of America,Health Department,County Government,"$125,074 ",2018
CLACKAMAS COUNTY COMMUNITY HEALTH DIVISION,96992656,OREGON CITY,OR,970454093,CLACKAMAS,United States of America,Health Department,County Government,"$2,460,085 ",2018
LANE COUNTY,30786248,EUGENE,OR,974012926,LANE,United States of America,Health Department,County Government,"$4,012,121 ",2018
LINCOLN COUNTY HEALTH DEPARTMENT,961796794,NEWPORT,OR,973653821,LINCOLN,United States of America,Health Department,County Government,"$1,575,242 ",2018
LINN COUNTY DEPARTMENT OF HEALTH SERVICES,55977508,ALBANY,OR,97321,LINN,United States of America,Health Department,County Government,$0 ,2018
Multnomah County Health Department,30784888,PORTLAND,OR,97204,MULTNOMAH,United States of America,Health Department,County Government,"$1,929,591 ",2018
TILLAMOOK COUNTY HEALTH DEPARTMENT,797165321,TILLAMOOK,OR,97141,TILLAMOOK,United States of America,Health Department,County Government,"$2,313,470 ",2018
"WEST OAKLAND HEALTH COUNCIL, INC",71700280,OAKLAND,CA,946072608,ALAMEDA,United States of America,Other Health Organization,City Government,"$4,188,753 ",2018
"LA CLINICA DE LA RAZA, INC",70159157,OAKLAND,CA,946012322,ALAMEDA,United States of America,Other Health Organization,County Government,"$9,031,591 ",2018
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",127347115,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$77,395 ",2018
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",854813003,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$5,127,977 ",2018
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",854813313,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$250,000 ",2018
Alameda County Medical Center,800778909,SAN LEANDRO,CA,945781009,ALAMEDA,United States of America,Hospital,County Government,"$38,885 ",2018
GA Dept of Behavioral Health and DE,965736635,ATLANTA,GA,30303,FULTON,United States of America,Health Department,State Government,"$122,562,660 ",2018
BERKELEY CITY HEALTH DEPARTMENT,76529924,BERKELEY,CA,94704,ALAMEDA,United States of America,Health Department,City Government,"$70,000 ",2018
SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,103717336,SAN FRANCISCO,CA,94102,SAN FRANCISCO,United States of America,Hospital,City Government,"$213,713 ",2018
SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,103717336,SAN FRANCISCO,CA,94103,SAN FRANCISCO,United States of America,Health Department,County Government,"$27,024,836 ",2018
ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,101367600,SAN LEANDRO,CA,94577,ALAMEDA,United States of America,Other Health Organization,County Government,"$8,339,751 ",2018
ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,101373004,SAN LEANDRO,CA,94577,ALAMEDA,United States of America,Other Health Organization,County Government,"$4,233,042 ",2018
ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,786370577,SAN LEANDRO,CA,94577,ALAMEDA,United States of America,Other Health Organization,County Government,"($106,394)",2018
CONTRA COSTA COUNTY HEALTH SERVICE DEPARTMENT,71687883,MARTINEZ,CA,94553,CONTRA COSTA,United States of America,Health Department,County Government,"$4,051,629 ",2018
COUNTY OF FRESNO,556197655,FRESNO,CA,93775,FRESNO,United States of America,Health Department,County Government,"$1,221,100 ",2018
HUMBOLDT COUNTY HEALTH DEPARTMENT,793165098,EUREKA,CA,95501,HUMBOLDT,United States of America,Health Department,County Government,"$125,000 ",2018
MERCED COUNTY HEALTH DEPARTMENT,20243106,MERCED,CA,95340,MERCED,United States of America,Health Department,County Government,"($253,239)",2018
"Monterey, County Of",125628466,SALINAS,CA,939063102,MONTEREY,United States of America,Other Health Organization,County Government,"$330,000 ",2018
"MONTEREY, COUNTY OF",968056358,SALINAS,CA,939063102,MONTEREY,United States of America,Hospital,County Government,"$242,909 ",2018
PLACER COUNTY DEPARTMENT OF HEALTH,827804530,AUBURN,CA,95603,PLACER,United States of America,Health Department,County Government,"$524,407 ",2018
Plumas County Public Health Agency,10997419,QUINCY,CA,95971,PLUMAS,United States of America,Health Department,County Government,"$448,796 ",2018
SACRAMENTO COUNTY HEALTH DEPARTMENT,137133703,SACRAMENTO,CA,958232501,SACRAMENTO,United States of America,Health Department,County Government,"$3,377,515 ",2018
SACRAMENTO COUNTY HEALTH DEPARTMENT,153418327,SACRAMENTO,CA,958232501,SACRAMENTO,United States of America,Health Department,County Government,"$1,236,953 ",2018
SAN MATEO CTY DEPT OF HEALTH SCVS,625139170,SAN MATEO,CA,94403,SAN MATEO,United States of America,Health Department,County Government,"$2,262,487 ",2018
SANTA CLARA COUNTY HEALTH DEPARTMENT,137578683,SAN JOSE,CA,951282649,SANTA CLARA,United States of America,Health Department,County Government,"$3,676,093 ",2018
SANTA CLARA COUNTY HEALTH DEPARTMENT,168740215,SAN JOSE,CA,951282649,SANTA CLARA,United States of America,Health Department,County Government,"($459,149)",2018
SANTA CRUZ COUNTY HEALTH SERVICES AGENCY,69117208,SANTA CRUZ,CA,95060,SANTA CRUZ,United States of America,Other Health Organization,County Government,"$125,000 ",2018
SANTA CRUZ COUNTY HEALTH SERVICES AGENCY,168691095,SANTA CRUZ,CA,95060,SANTA CRUZ,United States of America,Other Health Organization,County Government,"$3,208,005 ",2018
COUNTY OF SOLANO,126617427,FAIRFIELD,CA,94533,SOLANO,United States of America,Health Department,County Government,"$1,329,082 ",2018
County of Sonoma,80126444,SANTA ROSA,CA,954041707,SONOMA,United States of America,Health Department,County Government,"$325,000 ",2018
County of Sonoma,168988681,SANTA ROSA,CA,954041707,SONOMA,United States of America,Health Department,County Government,$0 ,2018
Tehama County Health Services Agency,20290537,RED BLUFF,CA,96080,TEHAMA,United States of America,Health Department,County Government,"$324,694 ",2018
County of Yolo - Health and Human Services Department,73770646,WOODLAND,CA,956956646,YOLO,United States of America,Health Department,County Government,"($1,744,577)",2018
CA ST DEPARTMENT OF HEALTH SERVICES,556730575,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,"($2,174,199)",2018
CA ST DEPARTMENT OF HEALTH SERVICES,796528263,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,$0 ,2018
CA ST DEPARTMENT OF HEALTH SERVICES,799150615,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,"$76,338,913 ",2018
