"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US01081","Lee County, Alabama","64448","1810","11.2","2.9","6.3","2.1","11.7","3.1","6.3","1.9","12.2","2.4","17.9","3.0","9.8","2.7","13.0","2.6","5.7","1.7","5.8","1.5","53712","6669","78000","6474","32.0","(X)","(X)","(X)","(X)","(X)","37809","2423","3.6","1.8","1.3","1.0","7.8","3.3","5.6","2.5","11.0","2.9","17.3","3.3","16.4","4.5","19.6","4.1","8.3","2.6","9.2","2.6","80982","5855","103361","8487","(X)","(X)","31.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86309","9150","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26639","2958","22.6","6.2","13.4","4.6","17.9","5.3","7.7","3.1","13.2","4.4","17.8","5.3","1.6","1.2","3.1","2.3","1.7","1.9","1.1","1.1","22163","4199","40965","10973","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US01083","Limestone County, Alabama","32020","1530","3.7","1.7","5.9","2.4","8.4","3.1","12.2","2.9","10.1","3.0","16.8","3.2","11.8","2.7","18.9","3.6","6.7","2.3","5.5","1.9","63695","7295","83580","6893","33.4","(X)","(X)","(X)","(X)","(X)","23919","1752","2.4","1.4","3.1","2.2","6.4","4.1","9.6","3.0","9.1","3.2","18.4","4.1","14.4","3.6","21.1","4.7","8.7","3.2","6.8","2.5","76124","8657","95741","9020","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87723","9024","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8101","1543","9.1","5.3","14.6","7.0","14.0","5.5","18.6","6.8","13.5","5.5","13.3","5.2","4.7","2.8","11.1","5.5","0.0","2.1","1.0","1.5","31572","3649","43833","6651","(X)","(X)","(X)","(X)","37.1","(X)"
"0500000US01089","Madison County, Alabama","155878","2604","5.2","1.1","4.4","0.8","8.9","1.3","8.8","1.4","11.7","1.6","14.5","1.6","12.4","1.5","17.5","1.7","9.2","1.2","7.3","1.1","67930","3939","88904","3212","27.5","(X)","(X)","(X)","(X)","(X)","102575","3941","3.6","1.1","1.7","0.7","6.8","1.5","7.1","1.5","9.6","1.9","14.1","1.9","13.5","2.1","21.1","2.4","12.3","1.5","10.3","1.5","84935","6257","105800","4043","(X)","(X)","27.3","(X)","(X)","(X)","75706","3849","0.6","0.4","0.8","0.5","2.7","0.9","4.3","1.5","6.5","1.8","14.7","2.3","15.6","2.9","25.8","2.8","15.6","2.0","13.4","1.9","108409","6621","N","N","(X)","(X)","(X)","(X)","(X)","(X)","53303","3708","9.9","2.4","9.6","2.5","14.9","2.7","11.1","2.5","15.9","3.0","16.1","2.9","9.0","2.1","9.9","1.8","2.1","1.2","1.3","1.0","39603","4298","52717","5165","(X)","(X)","(X)","(X)","26.9","(X)"
"0500000US01095","Marshall County, Alabama","35330","1274","8.0","2.0","4.6","1.4","12.6","2.5","8.1","2.1","16.9","3.2","21.2","3.9","12.0","2.5","9.8","2.5","3.6","1.3","3.2","1.3","49467","5095","63823","4949","42.8","(X)","(X)","(X)","(X)","(X)","25078","1540","3.5","1.7","1.9","1.1","9.5","2.9","7.3","2.4","16.4","3.9","24.8","5.1","15.7","3.3","11.8","3.3","4.9","1.8","4.1","1.8","58967","3380","75280","6569","(X)","(X)","43.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61919","3776","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10252","1378","20.8","5.1","11.8","3.7","19.7","5.5","9.9","4.4","18.0","5.7","10.7","5.5","3.9","2.2","4.2","3.3","0.2","0.3","0.8","1.3","23902","3020","34100","5037","(X)","(X)","(X)","(X)","40.9","(X)"
"0500000US01097","Mobile County, Alabama","155946","2876","9.0","1.4","5.8","1.2","11.2","1.4","10.2","1.2","14.2","1.7","20.3","2.0","10.5","1.3","11.3","1.1","4.3","0.8","3.2","0.8","49639","1885","64556","2476","38.3","(X)","(X)","(X)","(X)","(X)","97398","3815","4.7","1.1","2.5","1.0","8.4","1.8","8.3","1.6","15.2","2.2","22.9","2.6","13.2","1.8","14.6","1.8","6.0","1.0","4.1","1.0","61182","1981","77069","3088","(X)","(X)","36.1","(X)","(X)","(X)","66582","3399","1.4","0.7","0.8","0.8","4.6","1.4","5.7","1.5","13.5","2.3","25.2","3.2","15.7","2.1","19.7","2.4","8.2","1.4","5.2","1.2","73923","3181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","58548","3659","16.7","3.3","11.4","2.4","16.7","2.7","13.3","2.2","13.4","2.6","15.6","2.7","5.0","1.7","4.9","1.5","1.3","1.2","1.7","0.9","29216","2582","41744","3491","(X)","(X)","(X)","(X)","41.4","(X)"
"0500000US01101","Montgomery County, Alabama","88864","2242","8.1","1.8","3.6","1.0","9.2","1.7","10.1","1.9","15.7","2.1","20.2","3.0","11.1","1.9","13.3","2.0","4.5","1.0","4.3","1.0","53117","2094","72113","3442","33.8","(X)","(X)","(X)","(X)","(X)","53155","2835","5.1","1.7","1.1","0.6","7.5","2.0","8.3","2.4","13.0","2.6","20.2","3.6","13.9","2.6","18.0","2.7","6.3","1.6","6.5","1.6","67719","6000","89075","6098","(X)","(X)","35.3","(X)","(X)","(X)","32179","2635","0.9","0.8","0.4","0.5","3.0","1.3","3.3","1.2","8.0","2.3","21.0","4.5","18.5","4.1","25.8","3.8","9.4","2.5","9.8","2.5","89846","9984","114838","8166","(X)","(X)","(X)","(X)","(X)","(X)","35709","3020","13.1","3.2","7.2","2.4","12.9","3.3","12.0","2.9","20.8","4.5","18.3","3.8","6.7","2.0","6.1","2.6","1.9","1.3","0.9","0.7","38068","3019","45331","3678","(X)","(X)","(X)","(X)","29.7","(X)"
"0500000US01103","Morgan County, Alabama","46470","1676","6.8","2.0","5.3","2.0","9.4","2.4","11.0","2.6","12.8","2.4","19.6","3.1","12.1","2.7","13.9","2.9","4.9","1.9","4.2","1.5","54338","3209","73817","5473","33.3","(X)","(X)","(X)","(X)","(X)","31752","1972","4.5","2.3","3.7","2.2","6.2","2.9","9.4","3.1","12.1","2.7","23.8","4.1","13.5","3.5","16.5","3.7","5.4","2.1","4.8","1.7","62540","8197","81251","5922","(X)","(X)","32.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75680","5899","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14718","1810","14.1","4.3","8.6","3.6","16.8","4.7","14.8","5.1","17.3","5.4","10.8","4.3","4.1","2.2","6.8","4.2","4.0","3.8","2.8","2.6","31104","4862","53178","11139","(X)","(X)","(X)","(X)","33.4","(X)"
"0500000US01115","St. Clair County, Alabama","32829","1261","3.9","2.1","2.9","1.8","7.8","3.7","8.7","3.8","12.6","4.1","20.2","4.4","13.8","3.7","22.3","4.5","4.0","1.6","3.9","1.5","67487","6240","78406","5615","31.2","(X)","(X)","(X)","(X)","(X)","25409","1544","1.6","1.5","0.3","0.5","5.9","3.8","8.1","4.5","12.6","4.6","20.2","5.5","15.6","4.7","26.3","5.6","4.9","2.1","4.4","1.8","77256","10543","86685","7032","(X)","(X)","33.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86788","9791","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7420","1392","11.6","7.3","11.5","7.3","16.9","9.0","8.5","4.9","14.5","7.2","17.9","7.5","8.6","5.1","8.3","5.8","0.0","2.3","2.2","3.8","36071","8267","48481","11051","(X)","(X)","(X)","(X)","21.7","(X)"
"0500000US01117","Shelby County, Alabama","84048","1602","3.9","1.3","2.8","0.9","7.4","1.6","6.8","1.6","10.8","1.7","17.9","2.3","13.4","2.0","19.7","2.2","8.0","1.6","9.2","1.4","75614","4757","101601","6057","33.3","(X)","(X)","(X)","(X)","(X)","57918","2755","1.1","0.6","1.1","0.7","3.0","1.3","4.9","1.6","8.6","1.8","17.0","2.7","15.9","2.6","25.0","2.8","10.6","2.3","12.6","1.8","98094","4555","122326","7137","(X)","(X)","33.1","(X)","(X)","(X)","48374","2722","0.7","0.6","0.6","0.4","2.2","1.3","4.5","1.5","6.7","1.8","15.5","2.7","15.2","2.6","27.8","3.1","12.4","2.7","14.5","2.0","104662","4678","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26130","2626","10.2","3.8","6.5","2.7","17.5","4.1","11.3","3.2","15.8","3.9","19.6","4.1","7.6","2.7","7.7","2.7","2.2","1.6","1.6","1.8","39682","5509","54723","9183","(X)","(X)","(X)","(X)","33.3","(X)"
"0500000US01121","Talladega County, Alabama","30602","1841","9.7","2.6","6.8","2.6","13.5","2.4","12.2","4.0","7.7","2.7","16.4","4.2","13.5","3.2","14.3","4.0","3.6","1.9","2.4","1.4","50147","8550","62758","5540","38.6","(X)","(X)","(X)","(X)","(X)","20515","1841","5.6","2.7","3.6","2.3","10.4","3.6","11.7","4.2","7.5","3.1","19.7","4.9","16.4","4.7","16.5","4.6","5.1","2.8","3.5","2.1","65280","7109","73808","7738","(X)","(X)","41.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83105","9853","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10087","1600","18.0","4.9","13.7","6.3","24.4","6.9","13.2","7.8","5.0","3.6","10.2","5.5","5.8","3.9","8.9","5.7","0.6","0.8","0.2","0.4","22057","3129","36727","6388","(X)","(X)","(X)","(X)","28.5","(X)"
"0500000US01125","Tuscaloosa County, Alabama","74259","2679","9.0","2.0","5.0","1.6","10.6","2.5","11.0","2.2","12.6","2.5","17.6","2.7","8.4","1.5","15.1","2.4","5.5","1.4","5.3","1.3","52243","3387","73432","3926","45.9","(X)","(X)","(X)","(X)","(X)","47711","2756","4.6","1.8","3.0","1.7","5.6","2.2","13.0","3.2","10.3","2.8","17.4","3.2","10.9","2.1","20.4","3.2","7.4","2.2","7.4","2.1","70367","5811","89749","5680","(X)","(X)","47.0","(X)","(X)","(X)","34454","2652","0.5","0.6","2.4","1.8","2.2","1.3","6.5","2.7","10.1","3.0","18.9","4.0","13.0","2.8","26.6","4.1","9.9","3.1","9.8","2.9","94179","9477","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26548","2421","17.4","4.2","8.8","3.0","19.7","6.0","9.4","3.6","16.4","4.5","16.6","4.9","3.8","1.8","5.5","2.8","1.1","0.9","1.3","1.4","30796","5025","41990","6559","(X)","(X)","(X)","(X)","43.9","(X)"
"0500000US01127","Walker County, Alabama","25153","1223","7.4","2.3","5.3","2.2","14.4","3.4","10.9","3.5","15.0","3.4","16.3","3.7","12.0","3.4","13.7","3.2","3.3","1.6","1.9","1.5","46283","5473","60865","4859","52.7","(X)","(X)","(X)","(X)","(X)","17410","1493","3.8","2.0","2.1","1.7","10.6","3.6","12.0","4.6","13.4","4.3","19.2","4.7","16.3","4.6","15.5","4.1","5.0","2.6","2.1","1.8","59855","5221","71227","6326","(X)","(X)","52.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65849","5854","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7743","1143","15.9","6.0","12.0","5.6","23.1","8.3","11.2","5.7","17.6","6.5","8.8","4.7","3.6","3.4","6.8","5.8","0.9","1.5","0.0","2.2","23677","5874","34700","6857","(X)","(X)","(X)","(X)","53.5","(X)"
"0500000US02020","Anchorage Municipality, Alaska","105198","2489","3.8","1.2","2.7","1.0","4.6","1.2","6.6","1.6","10.1","1.8","17.6","2.3","13.1","1.7","20.4","2.2","10.8","1.5","10.2","1.7","82716","3743","109042","5965","31.4","(X)","(X)","(X)","(X)","(X)","64798","2694","1.6","0.9","2.0","1.1","2.1","1.1","4.9","1.9","8.0","2.0","16.4","2.9","12.2","1.9","23.2","3.0","14.9","2.3","14.7","2.6","104660","4635","131599","9455","(X)","(X)","32.0","(X)","(X)","(X)","49631","2967","0.3","0.3","1.6","1.3","0.9","0.7","2.7","1.3","6.4","2.3","14.0","2.8","12.1","2.4","25.1","3.5","19.1","3.0","17.8","3.0","119351","7640","N","N","(X)","(X)","(X)","(X)","(X)","(X)","40400","2524","7.7","2.5","4.0","1.9","9.2","2.4","9.5","2.8","14.9","3.5","19.9","3.5","14.2","3.0","14.5","3.3","3.2","1.7","2.8","1.0","54962","5281","68771","5264","(X)","(X)","(X)","(X)","28.8","(X)"
"0500000US02090","Fairbanks North Star Borough, Alaska","35556","1761","2.8","1.4","1.9","1.2","7.7","3.1","5.7","2.0","11.5","3.1","21.5","4.7","11.1","3.2","16.0","3.2","9.4","2.7","12.4","4.3","72065","7928","103334","11312","24.0","(X)","(X)","(X)","(X)","(X)","23996","2150","0.8","0.8","1.1","1.1","2.6","2.0","4.9","2.5","9.5","2.9","23.6","6.4","11.6","4.2","17.7","4.2","12.5","4.0","15.7","5.5","87974","14817","121808","15263","(X)","(X)","22.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","106359","19850","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11560","1715","6.8","3.6","4.0","2.7","18.3","7.0","9.0","3.8","19.3","7.7","16.5","5.0","9.9","4.9","9.6","4.6","2.0","2.1","4.7","6.4","41417","8305","58575","11793","(X)","(X)","(X)","(X)","22.7","(X)"
"0500000US02170","Matanuska-Susitna Borough, Alaska","32736","739","4.5","1.5","2.9","1.1","7.7","1.6","6.9","1.3","9.6","1.9","18.7","2.8","14.6","2.2","18.0","2.5","8.7","1.7","8.4","1.8","74709","3432","92126","4470","35.5","(X)","(X)","(X)","(X)","(X)","23763","1048","2.5","1.3","2.2","1.0","4.8","1.7","5.7","1.5","8.3","1.9","18.0","3.2","15.6","2.6","22.9","3.3","11.7","2.4","8.3","2.0","85283","5134","102861","5395","(X)","(X)","36.5","(X)","(X)","(X)","18955","964","0.8","0.8","0.8","0.6","3.2","1.4","4.1","1.4","8.1","2.2","17.0","3.5","16.8","3.1","25.8","4.0","13.4","2.7","9.9","2.5","99018","5338","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8973","932","10.8","3.9","6.0","3.1","15.6","4.4","10.5","3.4","13.4","4.0","20.8","4.6","10.7","3.8","6.8","2.6","1.6","1.1","3.8","2.4","41628","3116","55425","5324","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US04001","Apache County, Arizona","20925","946","22.3","4.4","6.6","2.4","13.6","2.5","12.3","3.0","12.3","2.6","14.5","4.2","6.2","2.4","9.9","3.2","1.4","0.8","0.7","0.6","30480","4596","43748","4038","58.6","(X)","(X)","(X)","(X)","(X)","12251","1079","15.3","4.8","3.1","1.6","13.5","3.0","11.8","3.5","14.8","3.9","18.9","5.7","9.2","4.0","10.5","3.1","2.0","1.3","0.9","0.9","41162","4507","51141","4487","(X)","(X)","60.2","(X)","(X)","(X)","7201","909","13.3","7.7","2.1","1.4","7.1","2.5","12.1","5.5","13.9","5.5","20.1","6.7","12.2","6.1","14.9","5.4","2.7","1.8","1.5","1.5","50824","8706","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8674","1122","34.1","6.4","11.3","5.3","14.2","5.0","12.8","5.4","8.5","3.1","7.5","4.3","1.9","2.1","9.1","7.2","0.4","0.8","0.2","0.4","18720","6116","31603","7100","(X)","(X)","(X)","(X)","54.3","(X)"
"0500000US04003","Cochise County, Arizona","51982","1532","7.8","2.2","4.5","1.4","9.9","2.2","11.0","2.5","18.5","3.1","15.6","2.6","10.7","2.3","14.3","2.4","4.9","1.5","2.8","1.1","48484","2893","67592","5007","30.8","(X)","(X)","(X)","(X)","(X)","32464","2081","4.6","2.0","1.5","1.0","6.2","2.5","13.0","3.3","18.0","4.0","17.6","3.1","10.8","2.6","18.7","3.6","5.8","1.7","3.7","1.6","57991","6234","76919","5007","(X)","(X)","29.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","68699","6460","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19518","1813","14.0","4.9","9.6","3.3","15.4","3.9","8.5","3.7","19.7","5.1","11.6","3.9","10.2","4.0","6.3","2.4","3.6","2.9","1.1","1.1","37769","7736","50361","8354","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US04005","Coconino County, Arizona","48993","2018","9.3","2.3","5.5","1.8","6.7","1.9","6.8","1.9","13.8","2.8","18.2","2.9","10.9","2.2","15.0","2.6","8.3","2.1","5.6","1.6","58085","5441","81219","7880","32.7","(X)","(X)","(X)","(X)","(X)","29293","2092","3.6","1.6","1.5","1.0","4.0","1.5","5.5","1.7","13.1","3.1","20.5","4.3","15.2","3.1","20.0","4.1","8.1","2.5","8.4","2.5","76601","6918","101106","12211","(X)","(X)","34.0","(X)","(X)","(X)","21964","2002","1.4","1.2","0.8","0.8","3.1","1.4","2.0","1.2","12.0","4.1","20.5","4.4","16.8","4.3","23.3","4.9","10.8","3.2","9.2","3.1","88814","9717","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19700","1916","18.4","5.3","11.2","3.9","10.5","4.1","10.1","4.1","14.9","5.6","14.1","4.3","5.2","2.7","8.7","3.4","6.1","3.8","0.8","0.8","34758","5280","48204","6424","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US04013","Maricopa County, Arizona","1611722","9030","5.0","0.4","2.8","0.2","7.2","0.4","7.5","0.4","12.8","0.5","18.6","0.5","13.7","0.4","16.8","0.5","7.3","0.3","8.3","0.3","68649","1087","92992","1066","36.8","(X)","(X)","(X)","(X)","(X)","1056695","12128","3.2","0.4","1.7","0.2","5.0","0.4","5.8","0.5","11.5","0.6","18.5","0.6","15.0","0.6","19.6","0.6","9.1","0.5","10.7","0.5","80792","1092","106887","1542","(X)","(X)","38.1","(X)","(X)","(X)","773405","11115","1.5","0.3","1.1","0.2","3.1","0.4","4.2","0.4","9.2","0.6","16.6","0.8","15.9","0.8","23.1","0.8","11.4","0.7","13.8","0.6","96721","1504","123304","1900","(X)","(X)","(X)","(X)","(X)","(X)","555027","11128","9.6","0.7","5.4","0.6","12.4","0.8","11.7","0.6","15.8","0.9","18.7","1.0","10.1","0.7","10.1","0.8","3.1","0.4","3.2","0.4","45056","1232","61292","1435","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US04015","Mohave County, Arizona","91095","3289","4.9","1.2","4.9","1.3","12.1","1.8","11.2","1.5","16.6","2.2","22.5","3.0","12.6","1.8","9.8","1.6","2.7","1.0","2.5","0.8","50179","2401","63437","3670","36.7","(X)","(X)","(X)","(X)","(X)","61122","3523","3.2","1.3","2.1","1.2","9.2","1.8","9.5","1.9","18.4","2.8","24.5","3.4","14.4","2.5","12.1","2.1","3.6","1.4","2.9","1.1","56751","2341","72041","4793","(X)","(X)","35.5","(X)","(X)","(X)","45830","3105","1.5","0.7","2.0","1.5","8.3","2.1","7.8","2.1","16.5","3.1","25.2","4.0","15.6","3.0","14.6","2.6","4.8","1.8","3.6","1.3","62607","3343","80099","6071","(X)","(X)","(X)","(X)","(X)","(X)","29973","2814","11.1","3.4","10.2","2.8","19.4","3.6","15.5","3.8","14.7","3.3","16.1","5.2","6.9","2.6","5.0","2.4","0.5","0.6","0.9","0.7","30917","2215","40594","3283","(X)","(X)","(X)","(X)","37.7","(X)"
"0500000US04017","Navajo County, Arizona","38732","1795","12.8","2.2","5.1","1.7","10.8","2.4","15.9","2.8","15.8","2.3","15.7","2.8","9.9","2.2","9.8","2.1","2.8","1.2","1.5","1.0","38897","3586","53425","3444","38.4","(X)","(X)","(X)","(X)","(X)","28532","1766","8.7","2.0","2.4","1.2","9.4","2.7","17.8","3.8","16.2","3.3","15.0","3.0","12.3","2.8","12.6","2.9","3.6","1.5","2.1","1.3","45764","5441","61031","4481","(X)","(X)","42.0","(X)","(X)","(X)","18468","1585","3.3","1.8","1.1","0.7","6.6","2.8","12.5","4.1","14.7","3.9","19.2","4.0","16.0","3.8","18.0","4.1","5.6","2.4","3.0","1.9","67441","5533","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10200","1246","27.0","5.9","12.8","4.9","15.1","4.5","13.6","4.7","14.4","5.3","12.6","5.0","2.2","1.6","2.0","1.4","0.3","0.6","0.0","1.9","23328","3116","28663","3441","(X)","(X)","(X)","(X)","24.8","(X)"
"0500000US04019","Pima County, Arizona","410404","5277","6.9","0.8","4.3","0.5","9.7","0.8","10.0","0.8","14.5","0.9","17.4","1.0","13.1","0.8","13.8","0.8","5.2","0.6","5.0","0.5","56169","1608","76892","2046","34.6","(X)","(X)","(X)","(X)","(X)","247333","6066","4.4","0.8","2.4","0.6","6.1","0.9","8.0","0.9","12.8","1.2","17.6","1.0","15.9","1.2","18.5","1.4","7.5","1.0","6.8","0.8","72920","2091","93564","3163","(X)","(X)","36.7","(X)","(X)","(X)","174705","6142","1.7","0.6","1.2","0.4","3.7","0.8","6.1","0.9","9.1","1.1","17.9","1.4","18.8","1.4","22.9","1.7","9.3","1.3","9.3","1.2","87379","3579","110957","4320","(X)","(X)","(X)","(X)","(X)","(X)","163071","5205","11.8","1.5","7.5","1.2","15.9","1.7","13.5","1.5","17.4","1.5","16.0","1.5","8.0","1.1","5.9","0.8","1.8","0.4","2.2","0.6","35875","1316","49138","2123","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US04021","Pinal County, Arizona","153413","3559","4.2","0.9","3.1","0.8","8.2","1.3","8.1","1.3","14.6","1.7","21.7","2.1","14.6","1.7","16.1","1.8","5.6","1.1","3.9","1.0","62057","2393","78763","3692","41.8","(X)","(X)","(X)","(X)","(X)","110212","3684","2.8","1.1","1.7","0.7","4.7","1.1","7.8","1.7","14.0","1.8","22.0","2.4","17.5","2.1","18.9","2.2","6.8","1.4","3.8","1.0","70976","3239","83303","3100","(X)","(X)","41.5","(X)","(X)","(X)","87140","3504","1.3","0.7","1.0","0.5","2.8","0.7","6.3","1.7","13.1","2.0","22.0","2.5","19.3","2.4","21.9","2.5","8.1","1.8","4.2","1.2","79891","2824","N","N","(X)","(X)","(X)","(X)","(X)","(X)","43201","3198","10.8","2.8","6.4","2.4","17.6","3.6","11.8","3.1","15.7","3.3","18.9","3.3","7.2","2.4","6.1","2.5","2.1","1.1","3.4","2.2","39644","5489","60887","11112","(X)","(X)","(X)","(X)","39.8","(X)"
"0500000US04025","Yavapai County, Arizona","102784","2449","5.5","1.1","5.0","1.4","10.7","1.9","9.4","1.6","15.6","2.2","21.1","2.2","11.5","1.7","12.0","1.6","4.2","1.1","4.8","1.0","53816","3981","71282","3037","30.6","(X)","(X)","(X)","(X)","(X)","62990","3350","3.7","1.3","2.0","0.9","6.4","1.7","7.8","1.9","13.8","2.3","22.8","3.0","14.7","2.5","15.6","2.2","6.3","1.6","6.9","1.6","68513","2490","86140","4596","(X)","(X)","32.5","(X)","(X)","(X)","51040","2980","2.5","1.0","1.4","0.7","4.7","1.6","5.5","1.4","13.0","2.6","24.7","3.3","15.9","2.8","16.6","2.3","7.4","1.9","8.3","2.0","73203","4857","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39794","3022","9.7","2.4","9.0","3.1","18.5","4.0","13.2","3.3","18.5","4.4","19.0","3.0","4.7","1.8","5.8","2.2","0.7","0.6","0.9","0.7","34253","5508","44501","4088","(X)","(X)","(X)","(X)","26.2","(X)"
"0500000US04027","Yuma County, Arizona","74042","2409","10.5","2.4","5.6","1.9","11.2","2.2","10.9","2.2","14.5","2.7","18.8","2.6","14.9","2.4","9.5","1.9","2.3","0.9","1.8","0.7","46419","3800","59182","3489","42.0","(X)","(X)","(X)","(X)","(X)","53639","2641","10.6","2.7","3.8","1.7","9.0","2.6","10.1","2.5","15.0","3.8","19.6","3.1","16.5","3.1","10.5","2.5","2.9","1.1","1.8","0.7","51480","4204","62744","3726","(X)","(X)","44.2","(X)","(X)","(X)","36214","2342","5.4","2.4","2.5","1.4","6.2","2.6","8.7","2.4","16.6","4.7","20.8","3.7","19.4","4.4","13.4","3.8","4.3","1.7","2.7","1.1","59489","5801","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20403","2093","16.7","5.0","10.0","3.8","18.8","4.7","14.8","5.3","9.8","3.0","12.3","3.5","10.0","4.0","5.1","2.9","0.7","0.8","1.8","1.7","28556","4991","44130","6611","(X)","(X)","(X)","(X)","32.8","(X)"
