Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.5,38.9,44.2,38.9 - 44.2,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.9,33.9,35.8,33.9 - 35.8,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.0,35.4,40.7,35.4 - 40.7,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,30.1,26.6,33.7,26.6 - 33.7,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.6,33.1,40.3,33.1 - 40.3,
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.2,39.3,47.1,39.3 - 47.1,
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.9,33.0,36.7,33.0 - 36.7,
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.7,39.6,41.8,39.6 - 41.8,
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,31.3,30.5,32.0,30.5 - 32.0,
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.6,30.8,42.6,30.8 - 42.6,35.2-37.1
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.1,33.3,41.1,33.3 - 41.1,35.2-37.1
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.9,33.5,40.3,33.5 - 40.3,35.2-37.1
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.1,31.0,39.4,31.0 - 39.4,32.4-35.1
Symptoms of Anxiety Disorder,By State,California,California,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.7,37.0,42.4,37.0 - 42.4,37.2-43.4
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.7,34.0,41.5,34.0 - 41.5,37.2-43.4
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.8,31.1,40.6,31.1 - 40.6,35.2-37.1
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,27.1,21.7,32.9,21.7 - 32.9,23.8-32.3
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.5,31.6,43.6,31.6 - 43.6,37.2-43.4
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.3,31.6,39.2,31.6 - 39.2,35.2-37.1
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.0,34.8,43.2,34.8 - 43.2,37.2-43.4
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,31.2,27.0,35.7,27.0 - 35.7,23.8-32.3
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.0,28.3,36.0,28.3 - 36.0,23.8-32.3
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.3,28.4,36.3,28.4 - 36.3,23.8-32.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.8,32.5,41.3,32.5 - 41.3,35.2-37.1
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,31.8,28.1,35.7,28.1 - 35.7,23.8-32.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.1,27.7,36.7,27.7 - 36.7,23.8-32.3
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.6,32.1,43.4,32.1 - 43.4,37.2-43.4
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.4,38.3,48.6,38.3 - 48.6,37.2-43.4
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.2,28.0,40.8,28.0 - 40.8,32.4-35.1
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.7,31.5,37.9,31.5 - 37.9,32.4-35.1
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.0,33.0,39.2,33.0 - 39.2,35.2-37.1
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.9,29.3,36.7,29.3 - 36.7,32.4-35.1
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.1,27.9,36.5,27.9 - 36.5,23.8-32.3
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.8,30.0,41.8,30.0 - 41.8,35.2-37.1
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,33.6,29.2,38.3,29.2 - 38.3,32.4-35.1
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,30.5,26.4,34.9,26.4 - 34.9,23.8-32.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,28.7,24.7,33.1,24.7 - 33.1,23.8-32.3
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.4,32.4,42.5,32.4 - 42.5,37.2-43.4
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.5,28.5,36.8,28.5 - 36.8,32.4-35.1
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.3,31.3,39.5,31.3 - 39.5,35.2-37.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.8,31.7,40.0,31.7 - 40.0,35.2-37.1
Symptoms of Anxiety Disorder,By State,New York,New York,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.3,28.7,36.0,28.7 - 36.0,23.8-32.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.2,34.5,44.1,34.5 - 44.1,37.2-43.4
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,23.8,17.6,30.9,17.6 - 30.9,23.8-32.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.4,32.1,40.9,32.1 - 40.9,35.2-37.1
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.4,38.5,48.3,38.5 - 48.3,37.2-43.4
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.5,32.6,40.4,32.6 - 40.4,35.2-37.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.1,32.0,38.3,32.0 - 38.3,32.4-35.1
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.1,30.4,40.0,30.4 - 40.0,32.4-35.1
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.8,26.7,39.4,26.7 - 39.4,32.4-35.1
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,25.8,20.8,31.4,20.8 - 31.4,23.8-32.3
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.5,34.0,43.2,34.0 - 43.2,37.2-43.4
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.5,35.0,42.0,35.0 - 42.0,37.2-43.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.9,32.9,39.0,32.9 - 39.0,35.2-37.1
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.4,27.8,37.2,27.8 - 37.2,32.4-35.1
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.7,29.5,36.0,29.5 - 36.0,32.4-35.1
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.0,37.5,44.6,37.5 - 44.6,37.2-43.4
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.7,28.3,41.5,28.3 - 41.5,32.4-35.1
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,30.0,25.9,34.4,25.9 - 34.4,23.8-32.3
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.5,25.9,39.7,25.9 - 39.7,32.4-35.1
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.5,40.7,42.2,40.7 - 42.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,57.0,54.2,59.8,54.2 - 59.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,45.9,44.5,47.3,44.5 - 47.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.1,38.9,43.2,38.9 - 43.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.2,39.8,42.6,39.8 - 42.6,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,33.4,31.6,35.4,31.6 - 35.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,26.3,24.6,28.0,24.6 - 28.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,22.5,18.5,27.0,18.5 - 27.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.0,36.9,39.1,36.9 - 39.1,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,44.8,43.8,45.8,43.8 - 45.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,47.1,44.7,49.4,44.7 - 49.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.8,38.9,40.7,38.9 - 40.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,44.5,41.6,47.5,41.6 - 47.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.4,33.4,41.5,33.4 - 41.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,44.8,41.0,48.6,41.0 - 48.6,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,49.6,45.7,53.5,45.7 - 53.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.1,39.3,42.9,39.3 - 42.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,46.4,45.2,47.6,45.2 - 47.6,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.5,34.7,36.3,34.7 - 36.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.4,37.0,49.8,37.0 - 49.8,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.1,39.3,46.9,39.3 - 46.9,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.8,37.4,44.3,37.4 - 44.3,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.0,35.8,44.3,35.8 - 44.3,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,46.1,43.5,48.7,43.5 - 48.7,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.4,37.6,45.3,37.6 - 45.3,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.6,36.1,45.2,36.1 - 45.2,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.8,27.3,38.6,27.3 - 38.6,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.7,37.9,49.6,37.9 - 49.6,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.8,36.8,44.9,36.8 - 44.9,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,44.3,40.0,48.6,40.0 - 48.6,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.6,33.0,42.4,33.0 - 42.4,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,40.0,35.7,44.3,35.7 - 44.3,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.5,34.3,42.8,34.3 - 42.8,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,42.2,38.1,46.4,38.1 - 46.4,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.5,34.1,43.0,34.1 - 43.0,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.5,32.4,40.8,32.4 - 40.8,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,43.6,37.5,49.9,37.5 - 49.9,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,47.5,41.9,53.2,41.9 - 53.2,43.3-47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.5,31.1,44.2,31.1 - 44.2,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.1,35.8,42.5,35.8 - 42.5,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,42.2,39.2,45.2,39.2 - 45.2,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.9,36.1,43.7,36.1 - 43.7,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.2,32.9,41.7,32.9 - 41.7,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,42.7,37.0,48.6,37.0 - 48.6,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.0,34.4,43.8,34.4 - 43.8,37.7-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,35.1,30.6,39.9,30.6 - 39.9,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,33.8,29.5,38.2,29.5 - 38.2,28.8-37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.4,36.2,46.7,36.2 - 46.7,40.9-43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3 (Jan 6 � Mar 29),23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.7,33.8,41.6,33.8 - 41.6,37.7-40.8
