,self_employed,company_size,tech_or_not,tech_it,employer_provide_coverage,mh_care_options_coverage,wellness_program_discuss,resources_mh_help,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,leave,talk_ph_mh_coworkers,talk_mh_supervisors,talk_mh_employer,talk_mh_coworkers,coworker_discuss_mh,importance_ph_employer,importance_mh_employer,previous_employer,prev_tech_or_not,prev_mh_coverage,Were you aware of the options for mental health care provided by your previous employers?,prev_wellness_program_discuss,prev_resources_mh_help,prev_anonymity_mh_treatment,prev_discuss_ph_mh,prev_discuss_mh_supervisors,prev_discuss_employer,prev_discuss_coworkers,prev_coworkers_discuss_mh,describe_conversation,prev_employer_importance_ph,prev_emploey_importance_mh,currently_dx_mh,past_mh_disorder,treatment_for_mh_by_mh_professional,mh_family_history,if_mh_treated_effectively_interfere_work,if_mh_not_treated_effectively_interfere_work,not_reveal_mh_because_observations,share_mh_family_friends,interview_ph,why_why_not_ph,interview_mh,why_why_not_mh,identified_work_mh_individual,reaction_towards_mh,employer_unsuportive_response_mh,unsuportive_desciption,employer_suportive_response_mh,tech_industry_support_mh_issues,age,gender,country_live,state_live,ethnicity,country_work,state_work,key
259,False,More than 1000,True,True,Yes,No,No,Yes,Yes,Somewhat difficult,Physical health,No,False,No,False,9.0,9.0,False,,,,,,,,,,,,,,,Don't Know,No,False,No,Not applicable to me,Not applicable to me,No,1,No,cannot show weakness,No,,False,9,No,,No,4,25,m,United States of America,California,Asian,United States of America,California,45
260,True,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,No,No,False,Yes,Sometimes,Sometimes,Maybe,6,Maybe,I will be intersted on share a phisical health problems if i need some adaptations to execute the work.,Maybe,I will became a little bit ashamed of potential missunderstood interpretations of my problem and the capabilities to execute the work,False,8,No,,"Yes, I observed",4,28,Male,Brazil,,,Brazil,,45
261,False,6-25,True,True,Not eligible for coverage / NA,,No,I don't know,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,6.0,6.0,True,True,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,5.0,Possibly,Possibly,False,Yes,Often,Often,No,7,Maybe,Depends how I feeling in the moment,Maybe,"Again, depends, principally how the interviewer is leading the conversation",False,5,No,,No,3,38,Male,Brazil,,,Brazil,,45
262,False,26-100,True,True,I don't know,No,Yes,No,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,8.0,6.0,False,,,,,,,,,,,,,,,No,No,False,No,Rarely,Sometimes,Maybe,7,Yes,,Maybe,,True,7,Maybe/Not sure,,Maybe/Not sure,4,25,male,India,,,India,,45
263,False,6-25,True,False,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,8.0,8.0,False,,,,,,,,,,,,,,,Yes,,True,I don't know,Rarely,Sometimes,No,10,Maybe,would have to read the room,Maybe,have to read the room,False,10,Maybe/Not sure,,"Yes, I observed",2,49,male,Canada,,,Canada,,45
264,False,More than 1000,False,True,Yes,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,True,No,True,6.0,5.0,True,True,"No, none did",N/A (none offered),Some did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,True,False,,7.0,7.0,Don't Know,Don't Know,True,No,Sometimes,Often,Yes,2,No,não apresentaria porque poderia me prejudicar muito.,No,"porque poderia me prejudicar muito, nessa vaga ou nas futuras",False,0,Maybe/Not sure,,"Yes, I observed",1,19,masculino,Brazil,,,Brazil,,45
265,True,,,,,,,,,,,,,,,,,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,False,False,,5.0,5.0,Don't Know,No,True,No,Not applicable to me,Not applicable to me,Maybe,10,No,,No,it would look bad,False,8,No,,"Yes, I observed",4,43,male,Brazil,,,Brazil,,45
266,False,500-1000,False,True,Yes,No,Yes,No,No,Difficult,Physical health,No,True,No,False,9.0,2.0,True,True,I don't know,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,10.0,2.0,Don't Know,Possibly,True,No,Sometimes,Often,Yes,6,Maybe,,No,Probably they won't accept it,False,5,Maybe/Not sure,,Maybe/Not sure,2,31,Male,Brazil,,,Brazil,,45
267,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,True,No,True,6.0,6.0,True,True,"No, none did",N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,4.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,5,Maybe,,No,,False,4,"Yes, I experienced",,"Yes, I observed",2,30,Male,Brazil,,,Brazil,,45
268,False,More than 1000,False,True,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,5.0,4.0,True,False,"No, none did",N/A (none offered),I don't know,None did,Sometimes,Same level of comfort for each,"No, none of my previous supervisors",False,True,True,"
anxiety, panic syndrome",4.0,4.0,Yes,Yes,True,Yes,Sometimes,Often,No,7,Maybe,I think it's important to know what the employer will have to support if I need it.,Maybe,I believe companies are not prepared.,True,5,"Yes, I experienced",When I had an anxiety attack and was away from work for a week,"Yes, I observed",3,39,male,Brazil,,,Brazil,,45
269,False,100-500,False,True,Not eligible for coverage / NA,,Yes,No,I don't know,Very easy,Physical health,Yes,True,No,True,3.0,3.0,False,,,,,,,,,,,,,,,Yes,Yes,False,No,Rarely,Often,Yes,3,Yes,"if that issue would interfere in my work, i will be willing to do that ",No,because I don't have the sufficient familiarity with that interviewer to do that,True,4,"Yes, I observed",they just made some jokes about the person who had mental disorder,Maybe/Not sure,1,22,male,Brazil,,,Brazil,,45
270,False,More than 1000,False,True,Yes,Yes,No,I don't know,Yes,Difficult,Physical health,No,False,No,True,8.0,4.0,True,False,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,True,True,True,,7.0,7.0,Yes,Yes,True,Yes,Sometimes,Often,No,6,Yes,"Well, at least here in Brazil there are an amount of positions for people with physical issues, so companies tend to take that well",No,It's still something that most people don't understand and tend to judge,False,3,"Yes, I observed",Got fired,"Yes, I experienced",2,29,Male,Brazil,,,Brazil,,45
271,True,,,,,,,,,,,,,,,,,True,True,"Yes, they all did","No, I only became aware later",None did,None did,No,Physical health,Some of my previous supervisors,False,False,False,,7.0,7.0,Yes,Possibly,False,Yes,Sometimes,Often,Yes,8,Maybe,Not all of us can have enough empathy to understand each other vulnerabilitys,No,Not all of us have enough empathy and openness to understand in a interview this kind of problems,False,4,Maybe/Not sure,,"Yes, I experienced",2,30,Male,Brazil,,,Brazil,,45
272,False,26-100,True,True,Yes,Yes,No,No,Yes,Somewhat difficult,Physical health,No,False,Maybe,False,9.0,3.0,True,True,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,Some of my previous supervisors,False,True,True,,9.0,1.0,Yes,Possibly,True,No,Rarely,Often,Maybe,3,Yes,,Maybe,,False,4,"Yes, I experienced",,No,2,32,male,Brazil,,,Brazil,,45
273,False,More than 1000,False,True,No,No,No,No,I don't know,I don't know,Physical health,Maybe,True,No,False,6.0,6.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,6.0,6.0,Yes,Yes,True,Yes,Sometimes,Often,,8,Yes,It’s required by law and might require adaptations to the workplace. ,No,Might not be nicely received.,False,3,No,,"Yes, I experienced",4,41,Male,Brazil,,,Brazil,,45
274,False,More than 1000,False,True,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Maybe,False,6.0,6.0,False,,,,,,,,,,,,,,,Possibly,No,False,No,Sometimes,Sometimes,No,6,No,Obviously they will not hire me,No,They wil not hire me,False,6,No,,Maybe/Not sure,2,27,F,Brazil,,,Brazil,,45
275,True,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,Possibly,False,I don't know,Sometimes,Often,No,3,No,i am afraid it'll be affected to myself in workplace,No,i'm afraid it'll be affected to me in workplace,False,3,I've always been self-employed,,Maybe/Not sure,3,19,female,Indonesia,,,Indonesia,,45
276,False,500-1000,True,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,False,7.0,3.0,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,Some of my previous supervisors,True,False,False,,7.0,3.0,Yes,Possibly,True,I don't know,Rarely,Often,No,9,Yes,"Physical health is a lot easier to explain, and have sympathy for. Mental health may or may not be treated with fairness from my experience.",Yes,"At this point, my mental health is more important than my career. I think if I needed to discuss why mental health at all during an interview, I would talk about my own experiences.",False,6,Maybe/Not sure,,"Yes, I experienced",3,27,Male,United States of America,California,White,United States of America,California,45
277,True,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,Possibly,False,I don't know,Rarely,Sometimes,Maybe,4,No,Negative effect,Maybe,Negative effect,False,6,"Yes, I observed",.,No,2,31,Male,Brazil,,,Brazil,,45
278,True,,,,,,,,,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,Some of my previous supervisors,False,True,True,Did not speak of it clearly but left slight hints in the conversations we would have during lunch or short breaks,2.0,2.0,No,Yes,True,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,They may not take it positively and my chances of getting the job mey be hampered,No,Chances of getting the job may be hampered,False,1,"Yes, I observed",The person was layed off the company stating rubbish reasons,No,1,25,Female,South Africa,,,South Africa,,45
279,False,More than 1000,True,True,No,No,No,Yes,Yes,Somewhat difficult,Physical health,No,True,No,False,6.0,1.0,False,,,,,,,,,,,,,,,No,Yes,True,I don't know,Often,Often,No,4,Yes,physical issue is considered okay and drags sympathy. while mental illness is a taboo.,No,"nobody wants to work with mad ppl who, as portrayed in arts and movies as eccentrics who breaks things, tvs, glasses and what not.",False,0,"Yes, I observed",i was found drunk in office and i was not allowed to capture a pic in an office. both were not supported since i was in the same manic episode. ,Maybe/Not sure,1,36,male,India,,,India,,45
280,False,6-25,False,False,No,No,Yes,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,3.0,2.0,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,True,False,,1.0,0.0,Yes,Yes,True,Yes,Often,Often,Yes,3,Yes,I need a weight limit for lifting. ,No,Too stigmatized ,False,2,"Yes, I experienced",Didnt care,Maybe/Not sure,3,28,F,United States of America,Washington,White,United States of America,Washington,45
281,False,500-1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,Maybe,True,5.0,2.0,True,True,I don't know,"No, I only became aware later",None did,None did,No,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,1.0,Possibly,Possibly,True,I don't know,Sometimes,Sometimes,Maybe,5,No,,No,,False,3,Maybe/Not sure,,Maybe/Not sure,1,27,f,United States of America,California,Asian,United States of America,California,45
282,False,26-100,True,True,Yes,Yes,No,No,Yes,Very easy,Physical health,Yes,True,No,False,7.0,5.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,False,False,,7.0,5.0,Yes,Yes,True,Yes,Rarely,Often,,2,No,It's not their business unless it interferes with my ability to work,No,Not relevant unless it interferes with job ability,False,1,Maybe/Not sure,,Maybe/Not sure,2,47,None,United States of America,Michigan,White,United States of America,Michigan,45
283,False,26-100,True,True,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,5.0,3.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,3.0,2.0,Yes,Possibly,True,I don't know,Rarely,Sometimes,No,7,No,"There are only two broad categorization here which is sad, crazy and normal , if you want a job better not tell",Maybe,I wouldn't want to bring it up because that would result in me not being the Preferred candidate for the job,False,5,Maybe/Not sure,,Maybe/Not sure,2,25,Male,India,,,India,,45
284,False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Yes,True,2.0,3.0,False,,,,,,,,,,,,,,,No,Possibly,True,No,Not applicable to me,Not applicable to me,No,9,No,not relevant to the task at hand (evaluating my skills as a data scientist),No,"again, not relevant to my skills as a data scientist",False,7,Maybe/Not sure,,"Yes, I experienced",3,30,female,United States of America,California,Asian,United States of America,California,45
285,False,100-500,False,True,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know,I don't know,Physical health,No,False,No,False,5.0,5.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",True,True,True,,5.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,Yes,5,Maybe,Wouldn't want an employer to think it might be a drain on the health benefits or miss work.,No,"NO. NEVER. Stigma. Don't want to be asked about it. Don't want it to color their estimation of my work. Don't want, if I miss a day or am late or anything (for whatever reason) it to be construed as being due to mental health.",False,0,"Yes, I experienced",,No,1,45,M,United States of America,North Carolina,White,United States of America,North Carolina,45
286,True,,,,,,,,,,,,,,,,,True,True,"No, none did",N/A (was not aware),I don't know,None did,No,Physical health,I don't know,False,False,False,,5.0,5.0,Possibly,Don't Know,False,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,they dont need to know,No,itès none of their business,False,5,No,,No,3,41,I am a Wookie,Afghanistan,,,Afghanistan,,45
287,False,6-25,True,True,No,,No,No,No,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,3.0,2.0,True,True,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,False,,5.0,4.0,Possibly,No,True,I don't know,Not applicable to me,Sometimes,No,6,Maybe,"If it will affect my work, I'll bring it up",No,There's too much of a stigma against mental illness,False,3,"Yes, I experienced",Many of the staff are overworked and burning out with no support to mental wellbeing ,No,2,24,Female,South Africa,,,South Africa,,45
288,False,More than 1000,True,True,I don't know,No,No,No,Yes,Somewhat easy,Physical health,No,False,Maybe,True,10.0,2.0,True,True,I don't know,N/A (was not aware),None did,None did,"Yes, always",Physical health,I don't know,False,False,False,,10.0,2.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,If this is something major that will affect my work then I would tell them.,No,"I feel like if I brought up a mental health issue, this would decrease my chances of getting the job.",False,7,No,,Maybe/Not sure,1,26,Female ,United States of America,Washington,Asian,United States of America,Washington,45
289,False,More than 1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,6.0,3.0,True,True,Some did,I was aware of some,I don't know,None did,I don't know,Physical health,Some of my previous supervisors,True,False,True,Mentioned a family member's depression.,6.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,,5,Maybe,"Chronic pain can be perceived negatively, but it also requires physical accommodation.",No,I would be perceived negatively.,False,3,"Yes, I experienced","The situation I described earlier, where daily panic attacks interfering with my ability to get to work were viewed as an inconvenience to my employer.",No,1,32,female,United States of America,Washington,White,United States of America,Washington,45
290,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,False,Maybe,False,5.0,5.0,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,True,False,False,,5.0,0.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,10,Maybe,If I felt that there was an issue that might interfere with my being able to do the job.,No,I do not think that I would get hired if I brought it up.,False,3,"Yes, I observed","Over the years I've heard a number of disparaging or mocking comments made regarding people with mental health issues, and seen a general lack of understanding from people who don't have to deal with these illnesses.",Maybe/Not sure,2,43,female,United States of America,Washington,White,United States of America,Washington,45
291,True,,,,,,,,,,,,,,,,,True,True,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,8.0,10.0,No,No,False,No,Not applicable to me,Not applicable to me,,8,Maybe,If the physical issue would actually impact my job performance,Maybe,If the issue might affect job performance ,False,8,No,,No,5,37,Male,United States of America,Michigan,European American,United States of America,Michigan,45
292,False,500-1000,False,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,False,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,True,False,,5.0,5.0,Yes,Possibly,True,Yes,Rarely,Sometimes,Yes,7,No,"Despite legal protection, disclosing such a thing in an interview would lessen my chances of hire. ",No,"Same deal. If they thought I was crazy (heh), I’d be less likely to get an offer. ",False,4,"Yes, I observed","All too often, there is confusion and an aura of distrust surrounding. ","Yes, I observed",2,51,Make,United States of America,Texas,White,United States of America,Texas,45
293,True,,,,,,,,,,,,,,,,,True,False,"Yes, they all did","Yes, I was aware of all of them",I don't know,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",False,False,False,,3.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,,3,Maybe,would depend on how relevant it was to performing the job.,Maybe,would depend on how relevant it was to performing the job.,False,8,Maybe/Not sure,,Maybe/Not sure,3,56,Male,United States of America,North Carolina,White,United States of America,North Carolina,45
294,False,500-1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,False,Maybe,True,7.0,7.0,False,,,,,,,,,,,,,,,Possibly,Yes,True,Yes,Sometimes,Sometimes,No,7,Yes,Generally physical health issues feel easier to justify and explain. ,No,"Mental health issues are less tangible, but usually feel like they affect my work more than physical issues. I'd be afraid of the health issue skewing the interviewer against me.",False,7,"Yes, I observed","A person who exhibited several signs of bipolar disorder was treated as if she were crazy, and she was the subject of a lot jokes behind her back.",Maybe/Not sure,3,30,Male,United States of America,Pennsylvania,White,United States of America,District of Columbia,45
295,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,No,False,7.0,2.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,True,I honestly don't really recall. It was several years ago.,8.0,7.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,4,Maybe,It depends upon how relevant the physical illness is to the job or my ability to perform the job.,Maybe,"Probably not, mostly because of stigma. But if a mental health issue would affect my work directly, I might bring it up.",False,4,No,,No,3,48,Trans non-binary/genderfluid,United States of America,Virginia,White,United States of America,Virginia,45
296,False,100-500,True,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,7.0,5.0,True,True,Some did,I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,8.0,5.0,Yes,Yes,True,I don't know,Rarely,Sometimes,Yes,7,Maybe,I personally know people who were discriminated against for physical health issues,No,I know it would hurt me in an interview from the way I've seen employers engage their workforce overall,False,4,Maybe/Not sure,,"Yes, I experienced",2,28,Female,United States of America,District of Columbia,More than one of the above,United States of America,Colorado,45
297,False,6-25,True,True,No,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,False,Yes,True,5.0,2.0,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,False,False,,10.0,7.0,Yes,Yes,True,No,Sometimes,Often,Yes,6,No,Would not want to miss out on the job opportunity due to a limitation. ,No,would not want to miss out on the job opportunity. ,False,4,"Yes, I observed",Upper level management criticizing (generally) those with disorders and trivializing their symptoms. ,No,2,26,Female,United States of America,Virginia,White,United States of America,Virginia,45
298,False,6-25,False,True,No,,No,No,No,Somewhat difficult,Physical health,Yes,False,No,False,5.0,2.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,False,False,,3.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,,1,No,could prejudice them against hiring me,No,too prejudicial ,False,1,No,,No,3,45,male,United States of America,Kansas,White,United States of America,Kansas,45
299,False,26-100,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,False,No,False,8.0,8.0,True,True,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,False,False,,8.0,8.0,No,No,False,No,Not applicable to me,Not applicable to me,Maybe,6,Maybe,Depends on the interview and how the discussion goes.,Maybe,Depends on the interview,False,6,Maybe/Not sure,,Maybe/Not sure,4,37,m,Estonia,,,Estonia,,45
300,False,100-500,True,True,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Yes,True,Yes,True,7.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,True,Colleague had been sectioned under the mental health act and was returning to work,8.0,2.0,Yes,Yes,True,I don't know,Often,Often,No,9,Maybe,It shouldn't be relvant for the type of roles I do.,Maybe,They may not understand.,True,7,Maybe/Not sure,,"Yes, I experienced",3,42,Female,United Kingdom,,,United Kingdom,,45
301,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,Maybe,True,5.0,5.0,True,False,I don't know,I was aware of some,I don't know,Some did,I don't know,Physical health,I don't know,False,False,False,,5.0,5.0,Yes,Possibly,True,I don't know,Sometimes,Often,,5,Maybe,I don't know if it's appropriate or not. ,Maybe,I may feel the need to discuss it to clarify requests or possible behaviors. ,True,7,"Yes, I experienced","I have been told to keep my ""energy levels"" in check in my annual reviews, referring to the days I don't act like a circus monkey and want to be left alone. ","Yes, I experienced",3,34,Male,United States of America,Michigan,Caucasian,United States of America,Michigan,45
302,False,More than 1000,True,True,I don't know,No,Yes,Yes,I don't know,Difficult,Physical health,No,False,Maybe,True,7.0,5.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,1.0,No,Possibly,True,Yes,Rarely,Rarely,Yes,9,Maybe,Prejudice against differently abled,No,It would show as a sign of weakness and that I would not be able to handle stressful situations,False,3,"Yes, I observed",,Maybe/Not sure,3,35,Female,India,,,India,,45
303,False,More than 1000,False,True,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,False,Yes,True,10.0,0.0,False,,,,,,,,,,,,,,,Yes,No,True,No,Often,Often,Maybe,8,No,discrimitation,No,discrimination,False,8,No,,"Yes, I experienced",1,28,male,Mexico,,,Mexico,,45
304,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Yes,False,8.0,5.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,True,True,We discussed the ways to deal with the situation and often contemplated quitting the workplace because of constant issues.,6.0,3.0,No,No,True,I don't know,Sometimes,Sometimes,No,8,No,I don't want the issue to become a factor in decision process.,No,It might affect the outcome negatively.,False,3,Maybe/Not sure,,Maybe/Not sure,3,26,Male,India,,,India,,45
305,False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,False,3.0,0.0,False,,,,,,,,,,,,,,,Don't Know,No,False,No,Not applicable to me,Never,No,3,Yes,axsdsa,No,,False,4,No,,No,3,34,F,India,,,India,,45
306,False,More than 1000,True,True,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,9.0,1.0,True,True,"No, none did",N/A (was not aware),Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,False,,,,6.0,6.0,No,No,False,No,Rarely,Rarely,Yes,5,Maybe,,Maybe,,False,6,"Yes, I experienced",,"Yes, I experienced",5,28,,India,,,India,,45
307,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,7.0,7.0,True,False,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,6.0,2.0,No,Yes,True,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,"If I felt that it would impact the job, or was unsure on whether the org would provide the accommodations that I'd need in order to do the job, I would bring it up. If I felt that it wouldn't be an issue in terms of my job performance, I wouldn't bring it up.",No,"There's a level of established trust that I need before I'm willing to discuss mental health with a new person, and a potential employer wouldn't have established that level of trust yet.",False,6,"Yes, I observed","I observed a situation where a mental health issue wasn't communicated and was treated as a performance issue, where the person wasn't given the resources they needed to succeed.","Yes, I experienced",2,34,Female,United States of America,Massachusetts,White,United States of America,Massachusetts,45
308,True,,,,,,,,,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,True,True,A colleague once told me that they had almost committed suicide on the way to work that morning when they were crossing a bridge. It came as a complete shock to me to learn that they had been dealing with depression for longer than I had known them (6+ years) and such thoughts were a regular occurrence for them but this was the first time they had acted upon them. If it hadn't been for the intervention of a passerby they would have thrown themselves into the river.,0.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,No,10,Yes,I suffer from tinnitus in my right ear and it drowns out people's voices if they speak at a low volume. Certain sounds like the humming sound in a server room or the high pitched sounds from some electronic devices aggravate the issue. I also like to wear headphones and listen to sounds that numb the condition. In my experience it's best to make people aware of the issue so that they don't think I'm not listening to them if the environment sounds are drowning out their voice or that I'm ignoring them and want to be left alone simply because I'm wearing headphones.,Maybe,Personally I would like to think that I would be open to discussing a mental health issue with a future employer. It would all depend on the individual(s) I was facing and whether I thought they were comfortable with hearing about it. My wife has been dealing with a mental health issue since childhood and has hidden it from her own family. I have tried to talk to some of her siblings regarding the issue and they don't really want to know or aren't comfortable with the subject and shut down the conversation immediately. This experience has made me keenly aware that it isn't a subject matter that everyone is happy to hear about and I wouldn't expect an interviewer to be different.,False,5,"Yes, I observed","A colleague who had just volunteered the fact that they almost ended their life on the way to work was basically told ""Well you're here now so you might as well get on with the job.""",No,2,45,Male,Ireland,,,Ireland,,45
309,True,,,,,,,,,,,,,,,,,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",True,True,True,That they had also had a period of depression and had been or are on antidepressants,6.0,1.0,Possibly,Yes,True,I don't know,Sometimes,Often,Yes,5,Maybe,Depends on its possible impact,No,Fear of its possible impact,False,6,"Yes, I experienced",Lost my job,Maybe/Not sure,1,59,Female,United Kingdom,,,United Kingdom,,45
310,False,26-100,True,True,I don't know,No,No,No,I don't know,Difficult,Physical health,Maybe,False,Maybe,False,3.0,0.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,False,False,,5.0,5.0,Yes,Yes,True,Yes,Often,Often,Yes,7,Maybe,Never want to disclose deficits,Maybe,If I knew they encouraged it,False,8,"Yes, I experienced",I’ve been told and made fun that I can’t stay focused to save my life. Everyone laughed. I wanted to die.,No,2,41,Male,United States of America,Ohio,I prefer not to answer,United States of America,Ohio,45
311,False,More than 1000,False,True,Yes,No,I don't know,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Yes,False,7.0,5.0,True,True,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,False,True,True,,5.0,5.0,Yes,Yes,True,Yes,Sometimes,Sometimes,No,8,Maybe,,Maybe,,False,8,Maybe/Not sure,,"Yes, I experienced",3,38,,United States of America,Tennessee,White,United States of America,Tennessee,45
312,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,No,True,Maybe,False,8.0,8.0,True,True,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,True,True,Depressed and stressed. Anxious a lot.,8.0,8.0,No,Possibly,True,Yes,Sometimes,Not applicable to me,No,0,Maybe,Why would it be relevant.,Maybe,I would want to see how supportive they are.,False,5,No,,"Yes, I experienced",3,42,Female,United States of America,California,White,United States of America,California,45
