Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
TX ST DEPARTMENT OF HEALTH RESOURCES,807391511,AUSTIN,TX,78756,TRAVIS,United States of America,Health Department,State Government,"$111,648,839 ",2017
"UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",5436803,HOUSTON,TX,77030,HARRIS,United States of America,Other Health Organization,State Government,$0 ,2017
"UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",800772139,HOUSTON,TX,77030,HARRIS,United States of America,Other Health Organization,State Government,"$142,724,510 ",2017
"UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",800772162,HOUSTON,TX,77030,HARRIS,United States of America,Other Health Organization,State Government,"$81,480 ",2017
HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,194586517,HOUSTON,TX,77054,HARRIS,United States of America,Health Department,City Government,"$22,671,078 ",2017
City of Laredo Health Department,618150460,LAREDO,TX,78040,WEBB,United States of America,Health Department,City Government,"$500,000 ",2017
BEXAR COUNTY,70487020,SAN ANTONIO,TX,782053087,BEXAR,United States of America,Other Health Organization,County Government,"$5,640,140 ",2017
SAN ANTONIO METROPOLITAN HEALTH DISTRICT,66428400,SAN ANTONIO,TX,78285,BEXAR,United States of America,Other Health Organization,City Government,"$2,605,911 ",2017
San Antonio City Department of Human Services,66428400,SAN ANTONIO,TX,782833966,BEXAR,United States of America,Other Health Organization,City Government,"$206,761 ",2017
BEXAR COUNTY HOSPITAL DISTRICT,69446656,SAN ANTONIO,TX,78284,BEXAR,United States of America,Hospital,County Government,"$4,830,985 ",2017
"TEMPLE, CITY OF (INC)",139205756,TEMPLE,TX,765017659,BELL,United States of America,Other Health Organization,City Government,"($10,572)",2017
HARRIS COUNTY HEALTH DEPARTMENT,72206378,HOUSTON,TX,77002,HARRIS,United States of America,Health Department,County Government,"$22,685,595 ",2017
TARRANT COUNTY MENTAL HEALTH MENTAL RETARDATION,20333597,FORT WORTH,TX,76111,TARRANT,United States of America,Hospital,County Government,"$3,758,875 ",2017
LOS BARRIOS COMMUNITY CLINIC,78390994,DALLAS,TX,75212,DALLAS,United States of America,Other Health Organization,City Government,"$5,201,783 ",2017
DALLAS COUNTY HEALTH AND HUMAN SERVICES,73128597,DALLAS,TX,752072710,DALLAS,United States of America,Other Health Organization,City Government,"$276,675 ",2017
TARRANT COUNTY HEALTH DEPARTMENT,68365220,FT WORTH,TX,761073405,TARRANT,United States of America,Health Department,County Government,"$5,988,447 ",2017
TARRANT COUNTY,68365220,FORT WORTH,TX,76107,TARRANT,United States of America,Hospital,County Government,"$425,000 ",2017
UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,609980727,TYLER,TX,757083154,SMITH,United States of America,Hospital,State Government,"$1,122,109 ",2017
UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,800772337,TYLER,TX,757083154,SMITH,United States of America,Hospital,State Government,"$6,798,249 ",2017
DALLAS COUNTY HOSPITAL DISTRICT,49046527,DALLAS,TX,75245,DALLAS,United States of America,Hospital,County Government,"$3,738,958 ",2017
Palm Beach County Substance Abuse Coalition,961547242,WEST PALM BEACH,FL,33407,PALM BEACH,United States of America,Other Health Organization,County Government,"$238,014 ",2017
PA ST Department of Drug and Alcohol Programs,176040285,HARRISBURG,PA,171044311,DAUPHIN,United States of America,Health Department,State Government,"$94,862,830 ",2017
MT ST DEPARTMENT OF HEALTH & ENVIRONMENTAL SCIENCES,51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$5,895,511 ",2017
"MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$11,943,750 ",2017
"MT ST Dept of PHHS, Addictive & Mental Disorders Div",51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$4,951,613 ",2017
Montana Department of Public Health and Human Services,51659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$888,483 ",2017
Montana Department of Public Health and Human Services,809791296,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$305,350 ",2017
RiverStone Health,8746062,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Health Department,County Government,"$4,625,426 ",2017
Skagit County Public Hospital District No. 304,966993433,SEDRO WOOLLEY,WA,98284,SKAGIT,United States of America,Hospital,County Government,"$125,000 ",2017
Detroit Wayne County Health Authority,809204196,DETROIT,MI,482023025,WAYNE,United States of America,Other Health Organization,County Government,"$5,365,065 ",2017
TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,80156187,ROCK ISLAND,IL,61201,ROCK ISLAND,United States of America,Hospital,Federal Government,"$86,159 ",2017
FLATHEAD COUNTY HEALTH DEPARTMENT,1810881,KALISPELL,MT,599015607,FLATHEAD,United States of America,Health Department,County Government,"$1,635,785 ",2017
FLATHEAD COUNTY HEALTH DEPARTMENT,8905093,KALISPELL,MT,599015607,FLATHEAD,United States of America,Health Department,County Government,"$53,093 ",2017
"LINCOLN COUNTY, STATE OF MONTANA",12583613,LIBBY,MT,59923,LINCOLN,United States of America,Health Department,County Government,"$47,145 ",2017
MISSOULA CITY/COUNTY HLTH DEPT/Partnership HC,137780685,MISSOULA,MT,59802,MISSOULA,United States of America,Health Department,County Government,"$4,865,493 ",2017
YELLOWSTONE CITY & COUNTY HEALTH DEPARTMENT,8746062,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Health Department,County Government,"$393,559 ",2017
GLENNS FERRY HEALTH CLINIC,109963728,GLENNS FERRY,ID,83623,ELMORE,United States of America,Other Health Organization,City Government,"$2,647,955 ",2017
IDAHO COMMISSION FOR THE BLIND & VISUALLY IMPAIRED,2224439,BOISE,ID,83702,ADA,United States of America,Other Health Organization,State Government,"$137,407 ",2017
ID ST CENTRAL DISTRICT HEALTH DEPARTMENT,825201486,BOISE,ID,83706,ADA,United States of America,Health Department,State Government,"$22,206,978 ",2017
ID ST DEPARTMENT OF HEALTH & WELFARE,825201486,BOISE,ID,837200001,ADA,United States of America,Health Department,State Government,"$117,697,027 ",2017
ID ST DEPT OF HEALTH & WELFARE,90266185,BOISE,ID,837200036,ADA,United States of America,Health Department,State Government,$0 ,2017
ID ST DEPT OF HEALTH & WELFARE,825201486,BOISE,ID,837200036,ADA,United States of America,Health Department,State Government,"$1,550,440,020 ",2017
WY ST DEPARTMENT OF HEALTH,809915796,CHEYENNE,WY,82002,LARAMIE,United States of America,Health Department,State Government,"$405,824,447 ",2017
"WY ST DIV OF HLTH & MED SVCS, MNTH HLTH/MNTH RETARD SVC",809915796,CHEYENNE,WY,82001,LARAMIE,United States of America,Health Department,State Government,"$3,068,141 ",2017
"MENTAL HEALTH CENTER OF BOULDER COUNTY, INC.",95748943,BOULDER,CO,803042226,BOULDER,United States of America,Hospital,County Government,"$799,945 ",2017
BOULDER County Public Health,788587665,BOULDER,CO,80304,BOULDER,United States of America,Health Department,City Government,"$195,000 ",2017
CO ST DEPT PUBLIC HLTH&ENVIRONMENT,878208826,DENVER,CO,802221530,DENVER,United States of America,Health Department,State Government,"$82,939,043 ",2017
CO ST DEPT OF HEALTH CARE POLICY & FINANCING,82338109,DENVER,CO,80203,DENVER,United States of America,Health Department,State Government,"$5,515,646,224 ",2017
"CO ST Dept of Human Services, Div. of Behavioral Health",878147602,DENVER,CO,80236,DENVER,United States of America,Health Department,State Government,"$9,495,651 ",2017
"PUEBLO COMMUNITY HEALTH CENTER, INC",40581097,PUEBLO,CO,81004,PUEBLO,United States of America,Hospital,City Government,"$5,274,103 ",2017
DENVER CITY AND COUNTY MAYORS OFFICE,145454687,DENVER,CO,80204,DENVER,United States of America,Hospital,State Government,"$7,825,742 ",2017
DENVER CITY AND COUNTY MAYORS OFFICE,170147354,DENVER,CO,80204,DENVER,United States of America,Hospital,State Government,"$9,188,648 ",2017
Jefferson County Public Health,114874360,LAKEWOOD,CO,80401,JEFFERSON,United States of America,Health Department,City Government,"$125,000 ",2017
MESA COUNTY HEALTH DEPARTMENT,849344098,GRAND JUNCTION,CO,81501,MESA,United States of America,Health Department,County Government,"$69,779 ",2017
Pueblo Department of Public Health & Environment,182172437,PUEBLO,CO,81003,PUEBLO,United States of America,Health Department,City Government,"$70,000 ",2017
PUEBLO OF ACOMA (INC),809848922,PUEBLO OF ACOMA,NM,870340309,VALENCIA,United States of America,Other Health Organization,County Government,$0 ,2017
"FIRST CHOICE COMMUNITY HEALTHCARE, INC",75766048,LOS LUNAS,NM,87031,VALENCIA,United States of America,Other Health Organization,City Government,"$7,199,757 ",2017
LUNA COUNTY - DEPT OF COMMUNITY SERVICES,606082279,DEMING,NM,88031,LUNA,United States of America,Other Health Organization,County Government,"($37,037)",2017
"RIO ARRIBA, COUNTY OF",111765343,ESPANOLA,NM,875321122,RIO ARRIBA,United States of America,Other Health Organization,County Government,"$98,365 ",2017
NM ST DEPARTMENT OF HEALTH & ENVIRONMENT,782914170,SANTA FE,NM,87505,SANTA FE,United States of America,Health Department,State Government,"$8,516,227 ",2017
NM ST DEPARTMENT OF HEALTH & ENVIRONMENT,808389274,SANTA FE,NM,87505,SANTA FE,United States of America,Health Department,State Government,"$28,859,986 ",2017
New Mexico Department of Health,808389274,SANTA FE,NM,875056110,SANTA FE,United States of America,Health Department,State Government,"$12,864,350 ",2017
NM ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,837710722,SANTA FE,NM,87501,SANTA FE,United States of America,Health Department,State Government,"$150,309,699 ",2017
"MARICOPA COUNTY DIV OF HEALTH, BUREAU OF DISEASE CONTRL",602062515,PHOENIX,AZ,85001,MARICOPA,United States of America,Health Department,County Government,"$749,999 ",2017
Lake Havasu City - Consolidated Courts,37613692,LAKE HAVASU CITY,AZ,86403,MOHAVE,United States of America,Health Department,City Government,"$316,643 ",2017
SOUTHEAST ARIZONA AREA HEALTH EDUCATION CENTER,182363275,NOGALES,AZ,85621,SANTA CRUZ,United States of America,Other Health Organization,State Government,"$74,187 ",2017
"MARICOPA, COUNTY OF",145454000,PHOENIX,AZ,850123314,MARICOPA,United States of America,Health Department,County Government,"$3,242,213 ",2017
"MARICOPA, COUNTY OF",602062515,PHOENIX,AZ,850123314,MARICOPA,United States of America,Health Department,County Government,"$1,254,520 ",2017
PIMA COUNTY HEALTH DEPARTMENT,144733792,TUCSON,AZ,857142226,PIMA,United States of America,Health Department,County Government,"$70,000 ",2017
YAVAPAI COUNTY COMMUNITY HEALTH SERVICES,609110507,PRESCOTT,AZ,86301,YAVAPAI,United States of America,Health Department,County Government,"$1,145,838 ",2017
AZ ST DEPARTMENT OF HEALTH SERVICES,804745420,PHOENIX,AZ,85007,MARICOPA,United States of America,Health Department,State Government,"$86,400,003 ",2017
Health Services Department,804745420,PHOENIX,AZ,850073232,MARICOPA,United States of America,Other Health Organization,State Government,"$634,309 ",2017
ARIZONA DEPARTMENT OF CHILD SAFETY,78291672,PHOENIX,AZ,85012,MARICOPA,United States of America,Other Health Organization,State Government,"$581,590 ",2017
ARIZONA DEPARTMENT OF CHILD SAFETY,136730434,PHOENIX,AZ,85012,MARICOPA,United States of America,Other Health Organization,State Government,"$21,898,712 ",2017
AZ ST DEPARTMENT OF HEALTH SERVICES,804745420,PHOENIX,AZ,85007,MARICOPA,United States of America,Health Department,State Government,"$2,052,039 ",2017
AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,804745420,PHOENIX,AZ,850342217,MARICOPA,United States of America,Other Health Organization,State Government,"$55,336,018 ",2017
AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,805346798,PHOENIX,AZ,850342217,MARICOPA,United States of America,Other Health Organization,State Government,"$9,205,542,602 ",2017
Southwest Utah Public Health Department,144747607,ST GEORGE,UT,847702893,WASHINGTON,United States of America,Health Department,County Government,$0 ,2017
Weber Human Services,824784367,OGDEN,UT,84401,WEBER,United States of America,Health Department,County Government,$0 ,2017
Utah County Division of Substance Abuse,40752342,PROVO,UT,84601,UTAH,United States of America,Health Department,County Government,"$124,172 ",2017
SALT LAKE CITY COUNTY HEALTH DEPARTMENT,73133894,SALT LAKE CITY,UT,841902150,SALT LAKE,United States of America,Health Department,City Government,"$125,000 ",2017
UT ST DIVISION OF HEALTH,959347972,SALT LAKE CITY,UT,84413,SALT LAKE,United States of America,Health Department,State Government,"$787,870 ",2017
UTAH STATE DEPARTMENT OF HEALTH,959347972,SALT LAKE CITY,UT,84114,SALT LAKE,United States of America,Health Department,State Government,"$1,916,073,482 ",2017
Utah State Department of Health,959347972,SALT LAKE CITY,UT,84114,SALT LAKE,United States of America,Other Health Organization,State Government,"$13,248,396 ",2017
SAN JUAN HOSPITAL,603819053,MONTICELLO,UT,84535,SAN JUAN,United States of America,Hospital,County Government,"$175,053 ",2017
WILLIAM BEE RIRIE HOSPITAL,72985153,ELY,NV,89301,WHITE PINE,United States of America,Hospital,County Government,"$299,999 ",2017
SOUTHERN NEVADA HEALTH DISTRICT,137055492,LAS VEGAS,NV,891273902,CLARK,United States of America,Health Department,County Government,"$3,808,895 ",2017
Nevada Silver State Health Insurance Exchange,78428962,CARSON CITY,NV,897031544,**CARSON CITY,United States of America,Health Department,State Government,"($11,919,355)",2017
"NV ST DEPT OF HHS, NO NV Adult Mental Hlth Srvcs",625364849,SPARKS,NV,894315564,WASHOE,United States of America,Other Health Organization,State Government,"$502,743 ",2017
Nevada Division of Public and Behavorial Health,625364849,CARSON CITY,NV,89706,**CARSON CITY,United States of America,Health Department,State Government,"$671,893 ",2017
CLARK COUNTY NV OFFICE OF THE CORONER/MED  EXAMINER,88465716,LAS VEGAS,NV,89106,CLARK,United States of America,Other Health Organization,County Government,"$86,166 ",2017
HUMBOLDT GENERAL HOSPITAL,614714681,WINNEMUCCA,NV,89445,HUMBOLDT,United States of America,Hospital,County Government,"$299,997 ",2017
WASHOE COUNTY DISTRICT HEALTH DEPARTMENT,73786998,RENO,NV,895200027,WASHOE,United States of America,Health Department,County Government,"$1,086,821 ",2017
University Medical Center of Southern Nevada,66677535,LAS VEGAS,NV,891022329,CLARK,United States of America,Hospital,County Government,"$854,168 ",2017
VI DEPARTMENT OF HEALTH,167269765,ST THOMAS,VI,801,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$1,978,233 ",2017
"PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS",105817142,SAN JUAN,PR,936,SAN  JUAN,USA Related Territories,Health Department,State Government,"$2,068,986,313 ",2017
PR DEPARTMENT OF HEALTH,105817142,SANTURCE,PR,908,SAN  JUAN,USA Related Territories,Health Department,State Government,"$13,335,642 ",2017
CHINA CTR FOR DISEASE CONTROL MCF CHINA INTERVENTION PR,526818716,BEIJING,Other,100050,,China,Other Health Organization,Federal Government,"$2,678,376 ",2017
CHINA CTR FOR DISEASE CONTROL MCF CHINA INTERVENTION PR,545199309,BEIJING,Other,100050,,China,Other Health Organization,Federal Government,"$200,000 ",2017
Georgia Department of Public Health,968217559,ATLANTA,GA,30303,FULTON,United States of America,Health Department,State Government,"$182,632,970 ",2017
"SEATTLE INDIAN HEALTH BOARD, INC",20237822,SEATTLE,WA,981443364,KING,United States of America,Other Health Organization,City Government,"$4,689,792 ",2017
WA ST COMMISSION FOR THE BLIND,808883664,SEATTLE,WA,98118,KING,United States of America,Other Health Organization,State Government,$0 ,2017
Bloodworks,92881085,SEATTLE,WA,981041256,KING,United States of America,Other Health Organization,County Government,"$6,789,191 ",2017
Health Care Authority,7207571,OLYMPIA,WA,98504,THURSTON,United States of America,Other Health Organization,State Government,"$22,485,059 ",2017
Washington State Department of Health,808883128,OLYMPIA,WA,98504,THURSTON,United States of America,Other Health Organization,State Government,"$36,822,155 ",2017
WA ST DEPARTMENT OF HEALTH,808883128,OLYMPIA,WA,98504,THURSTON,United States of America,Health Department,State Government,"$48,234,954 ",2017
TACOMA-PIERCE COUNTY HEALTH DEPT,150714009,TACOMA,WA,98418,PIERCE,United States of America,Health Department,County Government,"$199,494 ",2017
WA ST DEPARTMENT OF HEALTH,808883128,OLYMPIA,WA,985047901,THURSTON,United States of America,Health Department,State Government,"($3,908,692)",2017
Grant County Health District,130065873,EPHRATA,WA,98823,GRANT,United States of America,Health Department,County Government,"$125,000 ",2017
SEATTLE-KING COUNTY DEPARTMENT OF PUBLIC HEALTH,156914921,SEATTLE,WA,981044039,KING,United States of America,Health Department,County Government,"($576,068)",2017
"KING, COUNTY OF",156914921,SEATTLE,WA,981041818,KING,United States of America,Health Department,County Government,"$14,832,378 ",2017
Pacific County,942515065,SOUTH BEND,WA,98586,PACIFIC,United States of America,Health Department,County Government,"$125,000 ",2017
PLANNED PARENTHOOD OF Greater Washington an North Idaho,135959641,YAKIMA,WA,98902,YAKIMA,United States of America,Other Health Organization,County Government,"$963,670 ",2017
CITY OF SEWARD,37996634,SEWARD,AK,996640167,KENAI PENINSULA,United States of America,Hospital,City Government,"$1,340,172 ",2017
AK ST DHSS,78198983,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,"$49,332,664 ",2017
AK ST DHSS,809386543,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,"$1,608,109,810 ",2017
AK ST DHSS,809387467,JUNEAU,AK,99811,JUNEAU,United States of America,Health Department,State Government,"$629,841 ",2017
AK ST DEPARTMENT OF PUBLIC HEALTH & WELFARE,809386543,JUNEAU,AK,99801,JUNEAU,United States of America,Health Department,State Government,"$194,836 ",2017
"OR ST DEPARTMENT OF HUMAN RESOURCES, HEALTH DIVISION",878144021,PORTLAND,OR,97232,MULTNOMAH,United States of America,Health Department,State Government,"$53,208,053 ",2017
OR ST HEALTH DIVISION,878144021,PORTLAND,OR,97201,MULTNOMAH,United States of America,Health Department,State Government,"$20,536,908 ",2017
Benton County - Sheriff`s Office,81966004,CORVALLIS,OR,973304703,BENTON,United States of America,Health Department,County Government,"$276,213 ",2017
CLACKAMAS COUNTY COMMUNITY HEALTH DIVISION,96992656,OREGON CITY,OR,970454093,CLACKAMAS,United States of America,Health Department,County Government,"$2,348,317 ",2017
LANE COUNTY,30786248,EUGENE,OR,974012926,LANE,United States of America,Health Department,County Government,"$3,321,415 ",2017
LINCOLN COUNTY HEALTH DEPARTMENT,961796794,NEWPORT,OR,973653821,LINCOLN,United States of America,Health Department,County Government,"$1,263,283 ",2017
LINN COUNTY DEPARTMENT OF HEALTH SERVICES,55977508,ALBANY,OR,97321,LINN,United States of America,Health Department,County Government,"$93,076 ",2017
MULTNOMAH COUNTY HEALTH CARE DELIVERY SYSTEM,30784888,PORTLAND,OR,97204,MULTNOMAH,United States of America,Other Health Organization,County Government,"($4,482)",2017
Multnomah County Health Department,30784888,PORTLAND,OR,97204,MULTNOMAH,United States of America,Health Department,County Government,"$2,420,453 ",2017
TILLAMOOK COUNTY HEALTH DEPARTMENT,797165321,TILLAMOOK,OR,97141,TILLAMOOK,United States of America,Health Department,County Government,"$2,396,833 ",2017
"WEST OAKLAND HEALTH COUNCIL, INC",71700280,OAKLAND,CA,946072608,ALAMEDA,United States of America,Other Health Organization,City Government,"$3,912,777 ",2017
"LA CLINICA DE LA RAZA, INC",70159157,OAKLAND,CA,946012322,ALAMEDA,United States of America,Other Health Organization,County Government,"$8,758,175 ",2017
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",127347115,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$50,000 ",2017
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",854813003,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$5,123,535 ",2017
"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",854813313,KOROR,PW,96940,,USA Related Territories,Health Department,State Government,"$247,345 ",2017
Alameda County Medical Center,800778909,SAN LEANDRO,CA,945781009,ALAMEDA,United States of America,Hospital,County Government,"$26,328 ",2017
GA Dept of Behavioral Health and DE,965736635,ATLANTA,GA,30303,FULTON,United States of America,Health Department,State Government,"$94,070,160 ",2017
BERKELEY CITY HEALTH DEPARTMENT,76529924,BERKELEY,CA,94704,ALAMEDA,United States of America,Health Department,City Government,"$84,578 ",2017
SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,103717336,SAN FRANCISCO,CA,94102,SAN FRANCISCO,United States of America,Hospital,City Government,"$213,713 ",2017
SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,103717336,SAN FRANCISCO,CA,94103,SAN FRANCISCO,United States of America,Health Department,County Government,"$31,580,782 ",2017
ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,101367600,SAN LEANDRO,CA,94577,ALAMEDA,United States of America,Other Health Organization,County Government,"$8,061,124 ",2017
ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,101373004,SAN LEANDRO,CA,94577,ALAMEDA,United States of America,Other Health Organization,County Government,"$4,023,189 ",2017
CONTRA COSTA COUNTY HEALTH SERVICE DEPARTMENT,71687883,MARTINEZ,CA,94553,CONTRA COSTA,United States of America,Health Department,County Government,"$4,383,466 ",2017
COUNTY OF FRESNO,556197655,FRESNO,CA,93775,FRESNO,United States of America,Health Department,County Government,"$531,153 ",2017
MONTEREY COUNTY HEALTH DEPARTMENT,125628466,SALINAS,CA,939063122,MONTEREY,United States of America,Health Department,County Government,"($33,476)",2017
"Monterey, County Of",125628466,SALINAS,CA,939063102,MONTEREY,United States of America,Other Health Organization,County Government,"$330,000 ",2017
"MONTEREY, COUNTY OF",968056358,SALINAS,CA,939063102,MONTEREY,United States of America,Hospital,County Government,"$308,294 ",2017
PLACER COUNTY DEPARTMENT OF HEALTH,827804530,AUBURN,CA,95603,PLACER,United States of America,Health Department,County Government,"$365,718 ",2017
PLACER COUNTY DEPARTMENT OF HEALTH,884259458,AUBURN,CA,95603,PLACER,United States of America,Health Department,County Government,"$125,000 ",2017
Plumas County Public Health Agency,10997419,QUINCY,CA,95971,PLUMAS,United States of America,Health Department,County Government,"$259,909 ",2017
SACRAMENTO COUNTY HEALTH DEPARTMENT,137133703,SACRAMENTO,CA,958232501,SACRAMENTO,United States of America,Health Department,County Government,"$3,366,020 ",2017
SACRAMENTO COUNTY HEALTH DEPARTMENT,153418327,SACRAMENTO,CA,958232501,SACRAMENTO,United States of America,Health Department,County Government,"$1,587,609 ",2017
SAN MATEO CTY DEPT OF HEALTH SCVS,625139170,SAN MATEO,CA,94403,SAN MATEO,United States of America,Health Department,County Government,"$1,686,594 ",2017
SANTA CLARA COUNTY HEALTH DEPARTMENT,137578683,SAN JOSE,CA,951282649,SANTA CLARA,United States of America,Health Department,County Government,"$3,880,316 ",2017
SANTA CLARA COUNTY HEALTH DEPARTMENT,168740215,SAN JOSE,CA,951282649,SANTA CLARA,United States of America,Health Department,County Government,"$148,930 ",2017
SANTA CRUZ COUNTY HEALTH SERVICES AGENCY,69117208,SANTA CRUZ,CA,95060,SANTA CRUZ,United States of America,Other Health Organization,County Government,"$125,000 ",2017
SANTA CRUZ COUNTY HEALTH SERVICES AGENCY,168691095,SANTA CRUZ,CA,95060,SANTA CRUZ,United States of America,Other Health Organization,County Government,"$3,055,285 ",2017
COUNTY OF SOLANO,126617427,FAIRFIELD,CA,94533,SOLANO,United States of America,Health Department,County Government,"$659,769 ",2017
County of Sonoma,80126444,SANTA ROSA,CA,954041707,SONOMA,United States of America,Health Department,County Government,"$325,000 ",2017
County of Sonoma,168988681,SANTA ROSA,CA,954041707,SONOMA,United States of America,Health Department,County Government,$0 ,2017
Tehama County Health Services Agency,20290537,RED BLUFF,CA,96080,TEHAMA,United States of America,Health Department,County Government,"$1,299,676 ",2017
County of Yolo - Health and Human Services Department,73770646,WOODLAND,CA,956956646,YOLO,United States of America,Health Department,County Government,"$3,008,217 ",2017
LAKE COUNTY HEALTH DEPARTMENT,8569852,LAKEPORT,CA,95453,LAKE,United States of America,Health Department,County Government,$0 ,2017
CA ST DEPARTMENT OF HEALTH SERVICES,799150615,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,"$59,568,766 ",2017
CA ST DEPARTMENT OF HEALTH SERVICES,949087316,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,"$129,903 ",2017
"CA ST DEPT OF PUBLIC HEALTH, DEPT OF HEALTH SERVICES",799150615,SACRAMENTO,CA,95814,SACRAMENTO,United States of America,Health Department,State Government,"$879,316 ",2017
"UNIVERSITY OF CALIFORNIA-SAN FRANCISCO, BD OF REGENTS",94878337,SAN FRANCISCO,CA,94143,SAN FRANCISCO,United States of America,Other Health Organization,State Government,"$40,423 ",2017
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,47120084,SACRAMENTO,CA,95817,SACRAMENTO,United States of America,Hospital,State Government,"($789,850)",2017
"NORTH COUNTY HEALTH PROJECT, INC.",78743820,SAN MARCOS,CA,920692973,SAN DIEGO,United States of America,Other Health Organization,County Government,"$8,914,242 ",2017
OMNI FAMILY HEALTH,93997062,BAKERSFIELD,CA,933097081,KERN,United States of America,Hospital,City Government,"$9,652,910 ",2017
KERN COUNTY DEPARTMENT OF MENTAL HEALTH SERVICES,36419526,BAKERSVIELD,CA,93302,KERN,United States of America,Other Health Organization,County Government,"$125,000 ",2017
LOS ANGELES COUNTY PUBLIC HEALTH DEPARTMENT,99446254,ALHAMBRA,CA,91803,LOS ANGELES,United States of America,Health Department,County Government,"$1,382,500 ",2017
LOS ANGELES COUNTY PUBLIC HEALTH DEPARTMENT,624882309,ALHAMBRA,CA,91803,LOS ANGELES,United States of America,Health Department,County Government,"$109,601,087 ",2017
LOS ANGELES CITY DEPARTMENT OF HEALTH SERVICES,99446254,LOS ANGELES,CA,90033,LOS ANGELES,United States of America,Health Department,City Government,"$108,960 ",2017
LOS ANGELES COUNTY DEPARTMENT OF MENTAL HEALTH,104277942,LOS ANGELES,CA,90057,LOS ANGELES,United States of America,Health Department,County Government,"$1,000,000 ",2017
LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,624882309,LOS ANGELES,CA,90007,LOS ANGELES,United States of America,Health Department,County Government,"($443,958)",2017
RIVERSIDE CTY DEPT MNTL HEALTH/ADULT & OLDER ADULT SVCS,556215168,RIVERSIDE,CA,92513,RIVERSIDE,United States of America,Other Health Organization,County Government,"$986,509 ",2017
SAN DIEGO COUNTY DEPARTMENT OF HEALTH SERVICES,144733115,SAN DIEGO,CA,92123,SAN DIEGO,United States of America,Health Department,County Government,"$15,318,281 ",2017
SAN LUIS OBISPO COUNTY HEALTH AGENCY,140037164,SAN LUIS OBISPO,CA,934014513,SAN LUIS OBISPO,United States of America,Health Department,County Government,"$873,142 ",2017
VENTURA COUNTY HEALTH SERVICES AGENCY,66691122,VENTURA,CA,93003,VENTURA,United States of America,Other Health Organization,County Government,"$2,117,543 ",2017
Ventura County Behavioral Health,66691122,OXNARD,CA,930360673,VENTURA,United States of America,Other Health Organization,County Government,"$1,000,000 ",2017
SAN BERNARDINO COUNTY DEPARTMENT OF PUBLIC HEALTH,106376861,SAN BERNARDINO,CA,92415,SAN BERNARDINO,United States of America,Health Department,County Government,"$8,676,232 ",2017
"CITY OF SANTA BARBARA, HEALTH CARE SERVICES",131851250,SANTA BARBARA,CA,93110,SANTA BARBARA,United States of America,Other Health Organization,City Government,"$325,615 ",2017
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT.,131851250,SANTA BARBARA,CA,93110,SANTA BARBARA,United States of America,Health Department,County Government,"$2,000,223 ",2017
AS DEPARTMENT OF MEDICAL SERVICES,854993854,PAGO PAGO,AS,96799,,USA Related Territories,Other Health Organization,State Government,"($6,761)",2017
AS DEPARTMENT OF HEALTH,854993177,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$12,820,158 ",2017
